@@ Method, Nodes, Edges, DUAs, UDUAs, RDUAs, UPerc, RPerc, Time_s, Time_ms
@@ com.google.gson.DisjunctionExclusionStrategy.shouldSkipClass,7,8,7,3,4,42.857142857142854,57.14285714285714,0,2
@@ com.google.gson.ParameterizedTypeHandlerMap.registerForTypeHierarchy,8,10,29,5,6,17.24137931034483,20.689655172413794,0,7
@@ com.google.gson.ParameterizedTypeHandlerMap.getIndexOfAnOverriddenHandler,7,8,18,5,9,27.77777777777778,50.0,0,4
@@ com.google.gson.ParameterizedTypeHandlerMap.register,6,7,15,3,4,20.0,26.666666666666668,0,2
@@ com.google.gson.ParameterizedTypeHandlerMap.registerIfAbsent,14,18,34,7,10,20.588235294117645,29.411764705882355,0,13
@@ com.google.gson.ParameterizedTypeHandlerMap.registerIfAbsent,6,7,13,3,4,23.076923076923077,30.76923076923077,0,1
@@ com.google.gson.ParameterizedTypeHandlerMap.getHandlerFor,7,9,18,5,10,27.77777777777778,55.55555555555556,0,2
@@ com.google.gson.ParameterizedTypeHandlerMap.getHandlerForTypeHierarchy,7,8,11,3,4,27.27272727272727,36.36363636363637,0,3
@@ com.google.gson.ParameterizedTypeHandlerMap.getIndexOfSpecificHandlerForTypeHierarchy,7,8,18,5,9,27.77777777777778,50.0,0,3
@@ com.google.gson.ParameterizedTypeHandlerMap.copyOf,8,9,11,2,3,18.181818181818183,27.27272727272727,0,1
@@ com.google.gson.ParameterizedTypeHandlerMap.toString,14,17,28,6,13,21.428571428571427,46.42857142857143,0,9
@@ com.google.gson.DefaultTypeAdapters$DefaultDateTypeAdapter.deserialize,4,4,5,2,2,40.0,40.0,0,1
@@ com.google.gson.TypeInfoFactory.getActualType,19,26,36,9,16,25.0,44.44444444444444,0,6
@@ com.google.gson.TypeInfoFactory.extractRealTypes,5,5,13,2,4,15.384615384615385,30.76923076923077,0,2
@@ com.google.gson.TypeInfoFactory.getIndex,7,8,18,5,10,27.77777777777778,55.55555555555556,0,3
@@ com.google.gson.Pair.hashCode,8,9,8,4,4,50.0,50.0,0,1
@@ com.google.gson.Pair.equals,8,10,19,4,6,21.052631578947366,31.57894736842105,0,3
@@ com.google.gson.Pair.equal,7,9,10,4,6,40.0,60.0,0,7
@@ com.google.gson.JsonElement.getAsJsonObject,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ com.google.gson.JsonElement.getAsJsonArray,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ com.google.gson.JsonElement.getAsJsonPrimitive,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ com.google.gson.JsonElement.getAsJsonNull,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ com.google.gson.SerializedNameAnnotationInterceptingNamingPolicy.translateName,5,5,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ com.google.gson.TypeInfoMap.<init>,8,10,9,5,6,55.55555555555556,66.66666666666666,0,1
@@ com.google.gson.JsonDeserializationContextDefault.deserialize,11,15,20,6,10,30.0,50.0,0,2
@@ com.google.gson.DefaultTypeAdapters$DoubleSerializer.serialize,6,8,10,4,8,40.0,80.0,0,0
@@ com.google.gson.InnerClassExclusionStrategy.isInnerClass,6,7,6,3,4,50.0,66.66666666666666,0,1
@@ com.google.gson.InnerClassExclusionStrategy.isStatic,5,5,2,2,2,100.0,100.0,0,0
@@ com.google.gson.LruCache.removeEldestEntry,5,5,4,2,2,50.0,50.0,0,0
@@ com.google.gson.JsonPrimitive.setValue,9,11,10,4,6,40.0,60.0,0,1
@@ com.google.gson.JsonPrimitive.getAsBoolean,5,5,3,2,3,66.66666666666666,100.0,0,0
@@ com.google.gson.JsonPrimitive.getAsNumber,5,5,6,2,3,33.33333333333333,50.0,0,1
@@ com.google.gson.JsonPrimitive.stringToNumber,5,6,6,3,5,50.0,83.33333333333334,0,1
@@ com.google.gson.JsonPrimitive.getAsString,6,7,8,3,4,37.5,50.0,0,1
@@ com.google.gson.JsonPrimitive.getAsDouble,5,5,3,2,3,66.66666666666666,100.0,0,1
@@ com.google.gson.JsonPrimitive.getAsBigDecimal,5,5,8,2,3,25.0,37.5,0,1
@@ com.google.gson.JsonPrimitive.getAsBigInteger,5,5,8,2,3,25.0,37.5,0,1
@@ com.google.gson.JsonPrimitive.getAsFloat,5,5,3,2,3,66.66666666666666,100.0,0,0
@@ com.google.gson.JsonPrimitive.getAsLong,5,5,3,2,3,66.66666666666666,100.0,0,0
@@ com.google.gson.JsonPrimitive.getAsShort,5,5,3,2,3,66.66666666666666,100.0,0,0
@@ com.google.gson.JsonPrimitive.getAsInt,5,5,3,2,3,66.66666666666666,100.0,0,1
@@ com.google.gson.JsonPrimitive.getAsByte,5,5,3,2,3,66.66666666666666,100.0,0,0
@@ com.google.gson.JsonPrimitive.getAsObject,7,9,18,4,7,22.22222222222222,38.88888888888889,0,2
@@ com.google.gson.JsonPrimitive.toString,5,5,9,2,2,22.22222222222222,22.22222222222222,0,1
@@ com.google.gson.JsonPrimitive.isPrimitiveOrString,9,11,19,5,10,26.31578947368421,52.63157894736842,0,4
@@ com.google.gson.JsonPrimitive.hashCode,8,10,12,4,6,33.33333333333333,50.0,0,1
@@ com.google.gson.JsonPrimitive.equals,24,34,39,13,23,33.33333333333333,58.97435897435898,0,7
@@ com.google.gson.JsonPrimitive.isIntegral,11,16,16,7,12,43.75,75.0,0,2
@@ com.google.gson.JsonPrimitive.isFloatingPoint,9,12,12,5,8,41.66666666666667,66.66666666666666,0,1
@@ com.google.gson.Preconditions.checkNotNull,5,5,2,2,2,100.0,100.0,0,0
@@ com.google.gson.Preconditions.checkArgument,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ com.google.gson.Preconditions.checkState,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ com.google.gson.JsonObjectDeserializationVisitor.visitObjectField,7,8,18,3,4,16.666666666666664,22.22222222222222,0,2
@@ com.google.gson.JsonObjectDeserializationVisitor.visitArrayField,7,8,18,3,4,16.666666666666664,22.22222222222222,0,1
@@ com.google.gson.JsonObjectDeserializationVisitor.visitFieldUsingCustomHandler,15,21,33,8,15,24.242424242424242,45.45454545454545,0,8
@@ com.google.gson.JsonObjectDeserializationVisitor.visitPrimitive,4,4,8,2,2,25.0,25.0,0,1
@@ com.google.gson.DefaultTypeAdapters$FloatSerializer.serialize,6,8,10,4,8,40.0,80.0,0,0
@@ com.google.gson.Escaper.escapeJsonString,18,28,49,15,22,30.612244897959183,44.89795918367347,0,27
@@ com.google.gson.Escaper.mustEscapeCharInJsString,9,12,15,5,8,33.33333333333333,53.333333333333336,0,1
@@ com.google.gson.Escaper.isControlCharacter,9,13,10,6,10,60.0,100.0,0,1
@@ com.google.gson.Escaper.appendHexJavaScriptRepresentation,4,4,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ com.google.gson.JsonArrayDeserializationVisitor.constructTarget,6,7,17,3,4,17.647058823529413,23.52941176470588,0,1
@@ com.google.gson.JsonArrayDeserializationVisitor.visitArray,17,23,44,10,20,22.727272727272727,45.45454545454545,0,19
@@ com.google.gson.ModifyFirstLetterNamingPolicy.translateName,18,25,56,19,32,33.92857142857143,57.14285714285714,0,12
@@ com.google.gson.ModifyFirstLetterNamingPolicy.modifyString,5,5,5,2,3,40.0,60.0,0,0
@@ com.google.gson.DefaultTypeAdapters$LocaleTypeAdapter.deserialize,13,18,33,22,28,66.66666666666666,84.84848484848484,0,4
@@ com.google.gson.SyntheticFieldExclusionStrategy.shouldSkipField,6,7,6,3,4,50.0,66.66666666666666,0,0
@@ com.google.gson.JsonDeserializationVisitor.getTarget,4,4,8,2,3,25.0,37.5,0,1
@@ com.google.gson.JsonDeserializationVisitor.visitUsingCustomHandler,4,4,5,2,2,40.0,40.0,0,0
@@ com.google.gson.JsonDeserializationVisitor.invokeCustomDeserializer,5,6,10,3,4,30.0,40.0,0,0
@@ com.google.gson.Streams.parse,15,22,32,7,9,21.875,28.125,0,3
@@ com.google.gson.Streams.write,29,41,51,13,25,25.49019607843137,49.01960784313725,0,6
@@ com.google.gson.Streams.writerForAppendable,5,5,4,2,3,50.0,75.0,0,0
@@ com.google.gson.ExposeAnnotationDeserializationExclusionStrategy.shouldSkipField,7,8,4,3,4,75.0,100.0,0,0
@@ com.google.gson.ExposeAnnotationSerializationExclusionStrategy.shouldSkipField,7,8,4,3,4,75.0,100.0,0,1
@@ com.google.gson.CamelCaseSeparatorNamingPolicy.<init>,5,5,4,2,3,50.0,75.0,0,1
@@ com.google.gson.CamelCaseSeparatorNamingPolicy.translateName,8,10,21,5,8,23.809523809523807,38.095238095238095,0,4
@@ com.google.gson.ObjectNavigator.accept,22,31,64,17,28,26.5625,43.75,0,9
@@ com.google.gson.ObjectNavigator.isPrimitiveOrString,7,9,6,4,6,66.66666666666666,100.0,0,1
@@ com.google.gson.ObjectNavigator.navigateClassFields,12,16,43,7,12,16.27906976744186,27.906976744186046,0,8
@@ com.google.gson.ModifierBasedExclusionStrategy.<init>,6,7,14,3,5,21.428571428571427,35.714285714285715,0,1
@@ com.google.gson.ModifierBasedExclusionStrategy.shouldSkipField,7,8,7,3,4,42.857142857142854,57.14285714285714,0,1
@@ com.google.gson.DefaultTypeAdapters$MapTypeAdapter.serialize,13,16,22,5,12,22.727272727272727,54.54545454545454,0,5
@@ com.google.gson.DefaultTypeAdapters$MapTypeAdapter.deserialize,5,5,7,1,2,14.285714285714285,28.57142857142857,0,1
@@ com.google.gson.MemoryRefStack.contains,10,13,19,5,8,26.31578947368421,42.10526315789473,0,1
@@ com.google.gson.MappedObjectConstructor.construct,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ com.google.gson.MappedObjectConstructor.constructWithNoArgConstructor,4,4,4,2,2,50.0,50.0,0,0
@@ com.google.gson.MappedObjectConstructor.getNoArgsConstructor,7,8,14,4,8,28.57142857142857,57.14285714285714,0,5
@@ com.google.gson.MappedObjectConstructor.register,4,4,13,2,3,15.384615384615385,23.076923076923077,0,1
@@ com.google.gson.JsonFieldNameValidator.validate,7,8,8,4,5,50.0,62.5,0,0
@@ com.google.gson.JsonSerializationVisitor.start,6,7,12,3,4,25.0,33.33333333333333,0,1
@@ com.google.gson.JsonSerializationVisitor.end,4,4,4,2,2,50.0,50.0,0,0
@@ com.google.gson.JsonSerializationVisitor.visitArray,5,5,11,2,4,18.181818181818183,36.36363636363637,0,1
@@ com.google.gson.JsonSerializationVisitor.visitArrayField,6,7,16,3,4,18.75,25.0,0,0
@@ com.google.gson.JsonSerializationVisitor.visitObjectField,6,7,16,3,4,18.75,25.0,0,0
@@ com.google.gson.JsonSerializationVisitor.visitPrimitive,5,5,4,2,3,50.0,75.0,0,0
@@ com.google.gson.JsonSerializationVisitor.addAsArrayElement,5,5,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ com.google.gson.JsonSerializationVisitor.visitUsingCustomHandler,8,10,13,4,6,30.76923076923077,46.15384615384615,0,0
@@ com.google.gson.JsonSerializationVisitor.findAndInvokeCustomSerializer,7,8,12,3,4,25.0,33.33333333333333,0,0
@@ com.google.gson.JsonSerializationVisitor.visitFieldUsingCustomHandler,8,10,16,4,6,25.0,37.5,0,1
@@ com.google.gson.JsonSerializationVisitor.isFieldNull,5,5,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ com.google.gson.Primitives.wrap,5,5,4,2,3,50.0,75.0,0,0
@@ com.google.gson.Primitives.unwrap,5,5,4,2,3,50.0,75.0,0,0
@@ com.google.gson.JsonSerializationContextDefault.serialize,4,4,4,2,2,50.0,50.0,0,0
@@ com.google.gson.CompositionFieldNamingPolicy.<init>,4,4,4,2,2,50.0,50.0,0,0
@@ com.google.gson.CompositionFieldNamingPolicy.translateName,5,5,15,2,4,13.333333333333334,26.666666666666668,0,0
@@ com.google.gson.JsonArray.add,4,4,6,2,3,33.33333333333333,50.0,0,1
@@ com.google.gson.JsonArray.getAsNumber,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ com.google.gson.JsonArray.getAsString,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ com.google.gson.JsonArray.getAsDouble,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ com.google.gson.JsonArray.getAsBigDecimal,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ com.google.gson.JsonArray.getAsBigInteger,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ com.google.gson.JsonArray.getAsFloat,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ com.google.gson.JsonArray.getAsLong,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ com.google.gson.JsonArray.getAsInt,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ com.google.gson.JsonArray.getAsByte,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ com.google.gson.JsonArray.getAsCharacter,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ com.google.gson.JsonArray.getAsShort,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ com.google.gson.JsonArray.getAsBoolean,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ com.google.gson.JsonArray.getAsObject,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ com.google.gson.JsonArray.toString,8,9,12,3,7,25.0,58.333333333333336,0,1
@@ com.google.gson.DefaultTypeAdapters$CollectionTypeAdapter.serialize,16,21,26,8,17,30.76923076923077,65.38461538461539,0,7
@@ com.google.gson.DefaultTypeAdapters$CollectionTypeAdapter.deserialize,11,14,19,4,8,21.052631578947366,42.10526315789473,0,4
@@ com.google.gson.AnonymousAndLocalClassExclusionStrategy.isAnonymousOrLocal,7,9,6,4,6,66.66666666666666,100.0,0,1
@@ com.google.gson.DefaultTypeAdapters$DefaultJavaSqlDateTypeAdapter.deserialize,4,4,5,2,2,40.0,40.0,0,0
@@ com.google.gson.ParameterizedTypeImpl.equals,17,25,38,12,18,31.57894736842105,47.368421052631575,0,4
@@ com.google.gson.ParameterizedTypeImpl.hashCode,8,9,12,4,5,33.33333333333333,41.66666666666667,0,1
@@ com.google.gson.GsonBuilder.setExclusionStrategies,5,5,12,2,4,16.666666666666664,33.33333333333333,0,1
@@ com.google.gson.GsonBuilder.registerTypeAdapter,13,18,22,10,13,45.45454545454545,59.09090909090909,0,2
@@ com.google.gson.GsonBuilder.registerTypeHierarchyAdapter,13,18,22,10,13,45.45454545454545,59.09090909090909,0,1
@@ com.google.gson.GsonBuilder.create,8,10,39,6,7,15.384615384615385,17.94871794871795,0,2
@@ com.google.gson.GsonBuilder.addTypeAdaptersForDate,13,19,29,15,24,51.724137931034484,82.75862068965517,0,4
@@ com.google.gson.ObjectTypePair.getMatchingHandler,9,12,21,6,9,28.57142857142857,42.857142857142854,0,1
@@ com.google.gson.ObjectTypePair.toMoreSpecificType,7,9,23,4,7,17.391304347826086,30.434782608695656,0,1
@@ com.google.gson.ObjectTypePair.getActualTypeIfMoreSpecific,7,9,16,5,10,31.25,62.5,0,0
@@ com.google.gson.ObjectTypePair.hashCode,5,5,6,2,3,33.33333333333333,50.0,0,0
@@ com.google.gson.ObjectTypePair.equals,21,30,51,13,20,25.49019607843137,39.21568627450981,0,9
@@ com.google.gson.TypeInfoCollection.<init>,4,4,4,2,2,50.0,50.0,0,0
@@ com.google.gson.FieldAttributes.getDeclaredType,4,4,9,2,3,22.22222222222222,33.33333333333333,0,0
@@ com.google.gson.FieldAttributes.getAnnotations,5,6,20,3,5,15.0,25.0,0,1
@@ com.google.gson.FieldAttributes.hasModifier,5,5,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ com.google.gson.FieldAttributes.getAnnotationFromArray,7,8,8,3,4,37.5,50.0,0,1
@@ com.google.gson.JsonObject.add,7,8,9,4,5,44.44444444444444,55.55555555555556,0,0
@@ com.google.gson.JsonObject.createJsonElement,5,5,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ com.google.gson.JsonObject.get,7,8,12,3,4,25.0,33.33333333333333,0,1
@@ com.google.gson.JsonObject.toString,8,9,12,3,7,25.0,58.333333333333336,0,3
@@ com.google.gson.JsonTreeNavigator.navigate,20,27,47,9,20,19.148936170212767,42.5531914893617,0,6
@@ com.google.gson.JsonTreeNavigator.visitChild,11,14,34,5,8,14.705882352941178,23.52941176470588,0,2
@@ com.google.gson.JsonTreeNavigator.visitChild,9,11,26,4,6,15.384615384615385,23.076923076923077,0,2
@@ com.google.gson.ObjectNavigatorFactory.<init>,5,5,5,2,3,40.0,60.0,0,0
@@ com.google.gson.CircularReferenceException.createDetailedException,6,7,13,4,5,30.76923076923077,38.46153846153847,0,1
@@ com.google.gson.stream.JsonReader.<init>,4,4,4,2,2,50.0,50.0,0,0
@@ com.google.gson.stream.JsonReader.expect,4,4,9,2,2,22.22222222222222,22.22222222222222,0,1
@@ com.google.gson.stream.JsonReader.hasNext,6,7,12,3,4,25.0,33.33333333333333,0,0
@@ com.google.gson.stream.JsonReader.peek,4,4,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ com.google.gson.stream.JsonReader.quickPeek,21,34,57,16,21,28.07017543859649,36.84210526315789,0,3
@@ com.google.gson.stream.JsonReader.consumeNonExecutePrefix,10,13,35,8,14,22.857142857142858,40.0,0,4
@@ com.google.gson.stream.JsonReader.nextName,4,4,9,2,2,22.22222222222222,22.22222222222222,0,1
@@ com.google.gson.stream.JsonReader.nextString,6,8,19,4,8,21.052631578947366,42.10526315789473,0,1
@@ com.google.gson.stream.JsonReader.nextBoolean,10,13,24,5,10,20.833333333333336,41.66666666666667,0,2
@@ com.google.gson.stream.JsonReader.nextNull,7,9,18,4,7,22.22222222222222,38.88888888888889,0,1
@@ com.google.gson.stream.JsonReader.nextDouble,11,16,27,8,14,29.629629629629626,51.85185185185185,0,2
@@ com.google.gson.stream.JsonReader.nextLong,7,9,17,4,7,23.52941176470588,41.17647058823529,0,1
@@ com.google.gson.stream.JsonReader.nextInt,7,9,17,4,7,23.52941176470588,41.17647058823529,0,1
@@ com.google.gson.stream.JsonReader.skipValue,10,14,30,14,21,46.666666666666664,70.0,0,7
@@ com.google.gson.stream.JsonReader.nextInArray,13,19,24,9,12,37.5,50.0,0,2
@@ com.google.gson.stream.JsonReader.nextInObject,15,21,32,9,17,28.125,53.125,0,3
@@ com.google.gson.stream.JsonReader.objectValue,9,13,23,7,10,30.434782608695656,43.47826086956522,0,2
@@ com.google.gson.stream.JsonReader.nextValue,7,10,17,5,6,29.411764705882355,35.294117647058826,0,0
@@ com.google.gson.stream.JsonReader.fillBuffer,9,11,41,7,13,17.073170731707318,31.70731707317073,0,5
@@ com.google.gson.stream.JsonReader.checkLenient,4,4,5,2,2,40.0,40.0,0,1
@@ com.google.gson.stream.JsonReader.nextString,19,26,76,28,44,36.84210526315789,57.89473684210527,0,42
@@ com.google.gson.stream.JsonReader.nextLiteral,16,22,54,14,27,25.925925925925924,50.0,0,12
@@ com.google.gson.stream.JsonReader.readEscapeCharacter,15,24,32,12,17,37.5,53.125,0,3
@@ com.google.gson.stream.JsonReader.readLiteral,4,4,5,2,2,40.0,40.0,0,1
@@ com.google.gson.stream.JsonReader.decodeLiteral,8,10,19,4,7,21.052631578947366,36.84210526315789,0,1
@@ com.google.gson.stream.JsonWriter.<init>,4,4,4,2,2,50.0,50.0,0,1
@@ com.google.gson.stream.JsonWriter.setIndent,5,5,5,2,2,40.0,40.0,0,1
@@ com.google.gson.stream.JsonWriter.close,7,9,20,5,7,25.0,35.0,0,1
@@ com.google.gson.stream.JsonWriter.name,4,4,4,2,2,50.0,50.0,0,0
@@ com.google.gson.stream.JsonWriter.value,4,4,5,2,2,40.0,40.0,0,0
@@ com.google.gson.stream.JsonWriter.value,5,5,4,2,3,50.0,75.0,0,0
@@ com.google.gson.stream.JsonWriter.value,5,6,8,3,5,37.5,62.5,0,0
@@ com.google.gson.stream.JsonWriter.value,9,13,18,6,12,33.33333333333333,66.66666666666666,0,0
@@ com.google.gson.stream.JsonWriter.close,4,4,4,2,2,50.0,50.0,0,0
@@ com.google.gson.stream.JsonWriter.string,18,27,52,12,16,23.076923076923077,30.76923076923077,0,21
@@ com.google.gson.stream.JsonWriter.newline,7,8,19,3,5,15.789473684210526,26.31578947368421,0,2
@@ com.google.gson.stream.JsonWriter.beforeName,6,7,14,3,5,21.428571428571427,35.714285714285715,0,1
@@ com.google.gson.stream.JsonWriter.beforeValue,12,18,30,8,11,26.666666666666668,36.666666666666664,0,2
@@ com.google.gson.reflect.TypeToken.nonNull,4,4,4,2,2,50.0,50.0,0,0
@@ com.google.gson.reflect.TypeToken.getSuperclassTypeParameter,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ com.google.gson.reflect.TypeToken.getRawType,10,13,14,5,8,35.714285714285715,57.14285714285714,0,1
@@ com.google.gson.reflect.TypeToken.isAssignableFrom,16,22,40,8,14,20.0,35.0,0,3
@@ com.google.gson.reflect.TypeToken.isAssignableFrom,11,14,21,5,9,23.809523809523807,42.857142857142854,0,2
@@ com.google.gson.reflect.TypeToken.isAssignableFrom,24,33,71,18,34,25.352112676056336,47.88732394366197,0,18
@@ com.google.gson.reflect.TypeToken.typeEquals,9,11,24,6,12,25.0,50.0,0,3
@@ com.google.gson.reflect.TypeToken.matches,6,7,9,3,4,33.33333333333333,44.44444444444444,0,0
@@ com.google.gson.reflect.TypeToken.equals,6,7,9,3,4,33.33333333333333,44.44444444444444,0,1
@@ com.google.gson.reflect.TypeToken.toString,5,5,6,2,3,33.33333333333333,50.0,0,0
@@ com.google.gson.reflect.TypeToken.buildUnexpectedTypeError,5,5,12,2,4,16.666666666666664,33.33333333333333,0,1
