@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ weka.filters.unsupervised.attribute.MergeInfrequentNominalValues.setOptions,8,9,13,13,100.0,0,0
@@ weka.filters.unsupervised.attribute.MergeInfrequentNominalValues.determineOutputFormat,57,80,178,111,62.35955056179775,0,1
@@ weka.filters.unsupervised.attribute.MergeInfrequentNominalValues.process,12,15,48,24,50.0,0,0
@@ weka.filters.unsupervised.attribute.Transpose.determineOutputFormat,9,11,23,13,56.52173913043478,0,0
@@ weka.filters.unsupervised.attribute.Transpose.process,19,25,60,38,63.33333333333333,0,1
@@ weka.filters.unsupervised.attribute.RenameNominalValues.setInputFormat,35,50,101,70,69.3069306930693,0,0
@@ weka.filters.unsupervised.attribute.RenameNominalValues.input,28,38,77,52,67.53246753246754,0,0
@@ weka.filters.unsupervised.attribute.RenameNominalValues.setOptions,6,7,11,9,81.81818181818183,0,0
@@ weka.filters.unsupervised.attribute.RenameNominalValues.getOptions,12,17,19,13,68.42105263157895,0,0
@@ weka.filters.unsupervised.attribute.AddUserFields.clearAttributeSpecs,4,4,8,4,50.0,0,0
@@ weka.filters.unsupervised.attribute.AddUserFields.setOptions,5,5,6,6,100.0,0,0
@@ weka.filters.unsupervised.attribute.AddUserFields.getOptions,7,8,16,12,75.0,0,0
@@ weka.filters.unsupervised.attribute.AddUserFields.input,8,10,12,9,75.0,0,1
@@ weka.filters.unsupervised.attribute.AddUserFields.convertInstance,18,23,60,41,68.33333333333333,0,0
@@ weka.filters.unsupervised.attribute.AddUserFields.setOutputFormat,19,25,55,35,63.63636363636363,0,0
@@ weka.filters.unsupervised.attribute.Normalize.setOptions,10,12,16,15,93.75,0,0
@@ weka.filters.unsupervised.attribute.Normalize.input,8,10,15,13,86.66666666666667,0,0
@@ weka.filters.unsupervised.attribute.Normalize.batchFinished,29,41,111,52,46.846846846846844,0,0
@@ weka.filters.unsupervised.attribute.Normalize.convertInstance,31,47,163,59,36.19631901840491,0,0
@@ weka.filters.unsupervised.attribute.Normalize.toSource,9,11,29,15,51.724137931034484,0,0
@@ weka.filters.unsupervised.attribute.Standardize.input,8,10,15,13,86.66666666666667,0,0
@@ weka.filters.unsupervised.attribute.Standardize.batchFinished,17,23,46,23,50.0,0,0
@@ weka.filters.unsupervised.attribute.Standardize.convertInstance,31,45,148,57,38.513513513513516,0,0
@@ weka.filters.unsupervised.attribute.Standardize.toSource,9,11,27,13,48.148148148148145,0,1
@@ weka.filters.unsupervised.attribute.KernelFilter.listOptions,4,4,5,4,80.0,0,0
@@ weka.filters.unsupervised.attribute.KernelFilter.getOptions,9,12,19,13,68.42105263157895,0,0
@@ weka.filters.unsupervised.attribute.KernelFilter.setOptions,16,20,31,30,96.7741935483871,0,0
@@ weka.filters.unsupervised.attribute.KernelFilter.initFilter,30,42,95,44,46.31578947368421,0,0
@@ weka.filters.unsupervised.attribute.KernelFilter.getCapabilities,5,5,6,4,66.66666666666666,0,0
@@ weka.filters.unsupervised.attribute.KernelFilter.process,35,49,118,58,49.152542372881356,0,1
@@ weka.filters.unsupervised.attribute.AddNoise.setOptions,13,16,21,20,95.23809523809523,0,0
@@ weka.filters.unsupervised.attribute.AddNoise.getOptions,4,4,5,4,80.0,0,0
@@ weka.filters.unsupervised.attribute.AddNoise.setInputFormat,7,9,13,9,69.23076923076923,0,0
@@ weka.filters.unsupervised.attribute.AddNoise.input,8,10,13,11,84.61538461538461,0,0
@@ weka.filters.unsupervised.attribute.AddNoise.batchFinished,10,12,19,15,78.94736842105263,0,0
@@ weka.filters.unsupervised.attribute.AddNoise.addNoise,33,44,128,74,57.8125,0,0
@@ weka.filters.unsupervised.attribute.AddNoise.changeValueRandomly,16,21,43,24,55.81395348837209,0,0
@@ weka.filters.unsupervised.attribute.TimeSeriesDelta.setInputFormat,16,22,46,23,50.0,0,0
@@ weka.filters.unsupervised.attribute.TimeSeriesDelta.mergeInstances,16,22,57,23,40.35087719298245,0,1
@@ weka.filters.unsupervised.attribute.NominalToBinary.input,6,7,9,7,77.77777777777779,0,0
@@ weka.filters.unsupervised.attribute.NominalToBinary.setOptions,7,8,12,11,91.66666666666666,0,0
@@ weka.filters.unsupervised.attribute.NominalToBinary.getOptions,12,16,17,12,70.58823529411765,0,0
@@ weka.filters.unsupervised.attribute.NominalToBinary.getBinaryAttributesNominal,5,5,4,4,100.0,0,0
@@ weka.filters.unsupervised.attribute.NominalToBinary.setBinaryAttributesNominal,5,5,3,3,100.0,0,1
@@ weka.filters.unsupervised.attribute.NominalToBinary.setOutputFormat,42,62,136,73,53.67647058823529,0,1
@@ weka.filters.unsupervised.attribute.NominalToBinary.convertInstance,29,40,125,48,38.4,0,0
@@ weka.filters.unsupervised.attribute.ClusterMembership.removeIgnored,11,15,34,15,44.11764705882353,0,0
@@ weka.filters.unsupervised.attribute.ClusterMembership.batchFinished,47,65,164,76,46.34146341463415,0,0
@@ weka.filters.unsupervised.attribute.ClusterMembership.input,8,10,13,11,84.61538461538461,0,0
@@ weka.filters.unsupervised.attribute.ClusterMembership.logs2densities,5,5,13,9,69.23076923076923,0,0
@@ weka.filters.unsupervised.attribute.ClusterMembership.convertInstance,15,19,51,29,56.86274509803921,0,0
@@ weka.filters.unsupervised.attribute.ClusterMembership.setOptions,4,4,6,3,50.0,0,0
@@ weka.filters.unsupervised.attribute.ClusterMembership.getOptions,10,14,25,17,68.0,0,0
@@ weka.filters.unsupervised.attribute.ClusterMembership.getIgnoredAttributeIndices,4,4,6,6,100.0,0,0
@@ weka.filters.unsupervised.attribute.ClusterMembership.setIgnoredAttributeIndices,6,7,7,5,71.42857142857143,0,0
@@ weka.filters.unsupervised.attribute.SwapValues.setInputFormat,6,7,13,13,100.0,0,0
@@ weka.filters.unsupervised.attribute.SwapValues.input,11,15,40,31,77.5,0,0
@@ weka.filters.unsupervised.attribute.SwapValues.setOptions,13,16,21,20,95.23809523809523,0,0
@@ weka.filters.unsupervised.attribute.SwapValues.setOutputFormat,16,20,63,40,63.49206349206349,0,0
@@ weka.filters.unsupervised.attribute.NominalToString.input,8,10,13,11,84.61538461538461,0,0
@@ weka.filters.unsupervised.attribute.NominalToString.batchFinished,11,14,17,11,64.70588235294117,0,1
@@ weka.filters.unsupervised.attribute.NominalToString.setOptions,7,8,9,8,88.88888888888889,0,0
@@ weka.filters.unsupervised.attribute.NominalToString.setOutputFormat,9,11,30,16,53.333333333333336,0,0
@@ weka.filters.unsupervised.attribute.Center.input,8,10,15,13,86.66666666666667,0,0
@@ weka.filters.unsupervised.attribute.Center.batchFinished,17,23,45,22,48.888888888888886,0,0
@@ weka.filters.unsupervised.attribute.Center.convertInstance,22,32,101,40,39.603960396039604,0,0
@@ weka.filters.unsupervised.attribute.Center.toSource,9,11,26,12,46.15384615384615,0,0
@@ weka.filters.unsupervised.attribute.ReplaceWithMissingValue.setOptions,13,16,23,22,95.65217391304348,0,1
@@ weka.filters.unsupervised.attribute.ReplaceWithMissingValue.getOptions,8,10,14,11,78.57142857142857,0,1
@@ weka.filters.unsupervised.attribute.ReplaceWithMissingValue.process,18,25,46,25,54.347826086956516,0,0
@@ weka.filters.unsupervised.attribute.Add.listOptions,5,5,15,8,53.333333333333336,0,0
@@ weka.filters.unsupervised.attribute.Add.setOptions,18,25,42,34,80.95238095238095,0,0
@@ weka.filters.unsupervised.attribute.Add.getOptions,8,10,22,18,81.81818181818183,0,1
@@ weka.filters.unsupervised.attribute.Add.setInputFormat,11,16,40,28,70.0,0,1
@@ weka.filters.unsupervised.attribute.Add.input,6,7,10,8,80.0,0,0
@@ weka.filters.unsupervised.attribute.Add.setAttributeName,5,5,5,5,100.0,0,1
@@ weka.filters.unsupervised.attribute.Add.getNominalLabels,8,9,28,10,35.714285714285715,0,0
@@ weka.filters.unsupervised.attribute.Add.setNominalLabels,12,15,31,20,64.51612903225806,0,1
@@ weka.filters.unsupervised.attribute.Add.setAttributeType,4,4,6,4,66.66666666666666,0,0
@@ weka.filters.unsupervised.attribute.Obfuscate.setInputFormat,13,17,43,24,55.81395348837209,0,0
@@ weka.filters.unsupervised.attribute.Obfuscate.input,6,7,9,7,77.77777777777779,0,1
@@ weka.filters.unsupervised.attribute.RenameAttribute.setOptions,15,19,28,27,96.42857142857143,0,0
@@ weka.filters.unsupervised.attribute.RenameAttribute.getOptions,9,11,15,13,86.66666666666667,0,0
@@ weka.filters.unsupervised.attribute.RenameAttribute.determineOutputFormat,10,12,37,28,75.67567567567568,0,0
@@ weka.filters.unsupervised.attribute.ChangeDateFormat.setInputFormat,4,4,7,7,100.0,0,1
@@ weka.filters.unsupervised.attribute.ChangeDateFormat.input,8,10,21,17,80.95238095238095,0,0
@@ weka.filters.unsupervised.attribute.ChangeDateFormat.setOptions,10,12,16,15,93.75,0,0
@@ weka.filters.unsupervised.attribute.ChangeDateFormat.setDateFormat,4,4,4,4,100.0,0,1
@@ weka.filters.unsupervised.attribute.ChangeDateFormat.setOutputFormat,8,9,27,18,66.66666666666666,0,1
@@ weka.filters.unsupervised.attribute.NumericCleaner.getOptions,6,7,12,8,66.66666666666666,0,0
@@ weka.filters.unsupervised.attribute.NumericCleaner.setOptions,29,37,56,56,100.0,0,1
@@ weka.filters.unsupervised.attribute.NumericCleaner.process,32,47,152,75,49.34210526315789,0,0
@@ weka.filters.unsupervised.attribute.DateToNumeric.setOptions,7,8,11,10,90.9090909090909,0,0
@@ weka.filters.unsupervised.attribute.DateToNumeric.getOptions,6,7,9,7,77.77777777777779,0,0
@@ weka.filters.unsupervised.attribute.DateToNumeric.determineOutputFormat,9,11,32,13,40.625,0,0
@@ weka.filters.unsupervised.attribute.DateToNumeric.process,5,5,12,8,66.66666666666666,0,0
@@ weka.filters.unsupervised.attribute.StringToNominal.input,17,24,55,27,49.09090909090909,0,1
@@ weka.filters.unsupervised.attribute.StringToNominal.batchFinished,11,14,17,11,64.70588235294117,0,1
@@ weka.filters.unsupervised.attribute.StringToNominal.setOptions,10,12,16,15,93.75,0,0
@@ weka.filters.unsupervised.attribute.StringToNominal.getOptions,4,4,6,4,66.66666666666666,0,0
@@ weka.filters.unsupervised.attribute.StringToNominal.setOutputFormat,12,15,39,23,58.97435897435898,0,0
@@ weka.filters.unsupervised.attribute.RandomProjection.setOptions,19,26,36,33,91.66666666666666,0,1
@@ weka.filters.unsupervised.attribute.RandomProjection.getOptions,7,8,11,10,90.9090909090909,0,0
@@ weka.filters.unsupervised.attribute.RandomProjection.setPercent,4,4,6,3,50.0,0,0
@@ weka.filters.unsupervised.attribute.RandomProjection.setDistribution,4,4,6,4,66.66666666666666,0,0
@@ weka.filters.unsupervised.attribute.RandomProjection.setInputFormat,11,14,27,19,70.37037037037037,0,0
@@ weka.filters.unsupervised.attribute.RandomProjection.input,12,17,30,18,60.0,0,1
@@ weka.filters.unsupervised.attribute.RandomProjection.batchFinished,14,18,24,18,75.0,0,0
@@ weka.filters.unsupervised.attribute.RandomProjection.setOutputFormat,28,37,102,60,58.82352941176471,0,0
@@ weka.filters.unsupervised.attribute.RandomProjection.convertInstance,13,16,45,29,64.44444444444444,0,1
@@ weka.filters.unsupervised.attribute.RandomProjection.rndmNum,4,4,9,9,100.0,0,0
@@ weka.filters.unsupervised.attribute.RandomProjection.weightedDistribution,10,12,23,12,52.17391304347826,0,0
@@ weka.filters.unsupervised.attribute.CartesianProduct.setOptions,5,5,7,7,100.0,0,0
@@ weka.filters.unsupervised.attribute.CartesianProduct.getOptions,4,4,6,5,83.33333333333334,0,0
@@ weka.filters.unsupervised.attribute.CartesianProduct.determineOutputFormat,22,30,112,34,30.357142857142854,0,0
@@ weka.filters.unsupervised.attribute.CartesianProduct.process,26,35,79,34,43.037974683544306,0,1
@@ weka.filters.unsupervised.attribute.NumericToDate.setOptions,10,12,18,17,94.44444444444444,0,0
@@ weka.filters.unsupervised.attribute.NumericToDate.getOptions,6,7,9,7,77.77777777777779,0,0
@@ weka.filters.unsupervised.attribute.NumericToDate.setDateFormat,4,4,4,4,100.0,0,0
@@ weka.filters.unsupervised.attribute.NumericToDate.determineOutputFormat,9,11,33,14,42.42424242424242,0,0
@@ weka.filters.unsupervised.attribute.NumericToDate.process,5,5,12,8,66.66666666666666,0,0
@@ weka.filters.unsupervised.attribute.SortLabels.listOptions,5,5,8,5,62.5,0,0
@@ weka.filters.unsupervised.attribute.SortLabels.setOptions,8,9,16,16,100.0,0,0
@@ weka.filters.unsupervised.attribute.SortLabels.getOptions,4,4,5,4,80.0,0,0
@@ weka.filters.unsupervised.attribute.SortLabels.setSortType,8,10,17,15,88.23529411764706,0,0
@@ weka.filters.unsupervised.attribute.SortLabels.determineOutputFormat,15,19,64,38,59.375,0,0
@@ weka.filters.unsupervised.attribute.SortLabels.process,10,13,40,19,47.5,0,0
@@ weka.filters.unsupervised.attribute.ClassAssigner.setOptions,5,5,7,7,100.0,0,0
@@ weka.filters.unsupervised.attribute.ClassAssigner.setClassIndex,9,11,11,11,100.0,0,0
@@ weka.filters.unsupervised.attribute.ClassAssigner.getClassIndex,8,10,14,14,100.0,0,0
@@ weka.filters.unsupervised.attribute.ClassAssigner.determineOutputFormat,9,11,19,19,100.0,0,0
@@ weka.filters.unsupervised.attribute.StringToWordVector.setOptions,35,46,69,69,100.0,0,0
@@ weka.filters.unsupervised.attribute.StringToWordVector.getOptions,31,46,79,54,68.35443037974683,0,0
@@ weka.filters.unsupervised.attribute.StringToWordVector.input,8,10,14,12,85.71428571428571,0,0
@@ weka.filters.unsupervised.attribute.StringToWordVector.batchFinished,27,37,63,47,74.60317460317461,0,1
@@ weka.filters.unsupervised.attribute.StringToWordVector.setNormalizeDocLength,4,4,6,4,66.66666666666666,0,0
@@ weka.filters.unsupervised.attribute.StringToWordVector.setStemmer,5,5,7,7,100.0,0,0
@@ weka.filters.unsupervised.attribute.StringToWordVector.setStopwordsHandler,5,5,7,7,100.0,0,0
@@ weka.filters.unsupervised.attribute.SortLabels$CaseSensitiveComparator.compare,9,12,10,8,80.0,0,0
@@ weka.filters.unsupervised.attribute.PKIDiscretize.findNumBins,9,11,16,9,56.25,0,0
@@ weka.filters.unsupervised.attribute.PKIDiscretize.setOptions,7,8,9,8,88.88888888888889,0,0
@@ weka.filters.unsupervised.attribute.PKIDiscretize.getOptions,8,10,11,8,72.72727272727273,0,0
@@ weka.filters.unsupervised.attribute.AddID.setOptions,10,12,17,16,94.11764705882352,0,0
@@ weka.filters.unsupervised.attribute.AddID.setInputFormat,5,6,12,8,66.66666666666666,0,0
@@ weka.filters.unsupervised.attribute.AddID.input,8,10,13,11,84.61538461538461,0,0
@@ weka.filters.unsupervised.attribute.AddID.batchFinished,11,14,17,11,64.70588235294117,0,1
@@ weka.filters.unsupervised.attribute.MergeManyValues.listOptions,5,5,5,5,100.0,0,0
@@ weka.filters.unsupervised.attribute.MergeManyValues.setOptions,13,16,22,21,95.45454545454545,0,0
@@ weka.filters.unsupervised.attribute.MergeManyValues.setInputFormat,9,12,15,12,80.0,0,0
@@ weka.filters.unsupervised.attribute.MergeManyValues.setOutputFormat,16,20,61,34,55.73770491803278,0,0
@@ weka.filters.unsupervised.attribute.MergeManyValues.input,10,13,33,28,84.84848484848484,0,0
@@ weka.filters.unsupervised.attribute.RemoveByName.getOptions,4,4,5,4,80.0,0,0
@@ weka.filters.unsupervised.attribute.RemoveByName.setOptions,5,5,7,7,100.0,0,0
@@ weka.filters.unsupervised.attribute.RemoveByName.determineOutputFormat,13,17,46,22,47.82608695652174,0,0
@@ weka.filters.unsupervised.attribute.AddUserFields$AttributeSpec.getDateFormat,4,4,6,6,100.0,0,0
@@ weka.filters.unsupervised.attribute.AddUserFields$AttributeSpec.getDateValue,6,7,8,8,100.0,0,0
@@ weka.filters.unsupervised.attribute.AddUserFields$AttributeSpec.getNumericValue,4,4,3,3,100.0,0,0
@@ weka.filters.unsupervised.attribute.AddUserFields$AttributeSpec.getNominalOrStringValue,5,6,5,3,60.0,0,0
@@ weka.filters.unsupervised.attribute.AddUserFields$AttributeSpec.parseFromInternal,8,10,12,9,75.0,0,0
@@ weka.filters.unsupervised.attribute.AddUserFields$AttributeSpec.init,6,8,17,11,64.70588235294117,0,1
@@ weka.filters.unsupervised.attribute.AddUserFields$AttributeSpec.toString,6,7,13,11,84.61538461538461,0,1
@@ weka.filters.unsupervised.attribute.TimeSeriesTranslate.setInputFormat,17,24,52,23,44.230769230769226,0,0
@@ weka.filters.unsupervised.attribute.TimeSeriesTranslate.mergeInstances,14,18,44,21,47.72727272727273,0,0
@@ weka.filters.unsupervised.attribute.ReplaceMissingValues.input,8,10,15,13,86.66666666666667,0,0
@@ weka.filters.unsupervised.attribute.ReplaceMissingValues.batchFinished,48,69,192,82,42.70833333333333,0,1
@@ weka.filters.unsupervised.attribute.ReplaceMissingValues.convertInstance,31,45,140,50,35.714285714285715,0,0
@@ weka.filters.unsupervised.attribute.ReplaceMissingValues.toSource,27,36,100,42,42.0,0,0
@@ weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant.setOptions,12,16,26,21,80.76923076923077,0,0
@@ weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant.getOptions,12,16,22,17,77.27272727272727,0,0
@@ weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant.setInputFormat,74,115,304,104,34.21052631578947,0,1
@@ weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant.input,41,58,172,79,45.93023255813954,0,0
@@ weka.filters.unsupervised.attribute.AbstractTimeSeries.setOptions,13,16,20,19,95.0,0,0
@@ weka.filters.unsupervised.attribute.AbstractTimeSeries.getOptions,8,10,13,10,76.92307692307693,0,0
@@ weka.filters.unsupervised.attribute.AbstractTimeSeries.input,8,10,13,11,84.61538461538461,0,0
@@ weka.filters.unsupervised.attribute.AbstractTimeSeries.batchFinished,11,15,17,12,70.58823529411765,0,0
@@ weka.filters.unsupervised.attribute.AbstractTimeSeries.resetHistory,5,5,7,7,100.0,0,0
@@ weka.filters.unsupervised.attribute.AbstractTimeSeries.historyInput,9,12,24,21,87.5,0,0
@@ weka.filters.unsupervised.attribute.Reorder.setOptions,6,7,8,6,75.0,0,1
@@ weka.filters.unsupervised.attribute.Reorder.getOptions,4,4,5,4,80.0,0,0
@@ weka.filters.unsupervised.attribute.Reorder.determineIndex,10,13,25,9,36.0,0,0
@@ weka.filters.unsupervised.attribute.Reorder.determineIndices,18,24,52,38,73.07692307692307,0,0
@@ weka.filters.unsupervised.attribute.Reorder.setInputFormat,18,24,43,31,72.09302325581395,0,1
@@ weka.filters.unsupervised.attribute.Reorder.input,12,15,32,24,75.0,0,0
@@ weka.filters.unsupervised.attribute.Reorder.setAttributeIndices,4,4,4,4,100.0,0,0
@@ weka.filters.unsupervised.attribute.AddValues.setOptions,10,12,17,16,94.11764705882352,0,0
@@ weka.filters.unsupervised.attribute.AddValues.getOptions,4,4,4,3,75.0,0,1
@@ weka.filters.unsupervised.attribute.AddValues.setInputFormat,28,37,87,55,63.2183908045977,0,1
@@ weka.filters.unsupervised.attribute.AddValues.input,8,10,21,16,76.19047619047619,0,0
@@ weka.filters.unsupervised.attribute.AddValues.getLabels,7,8,23,8,34.78260869565217,0,0
@@ weka.filters.unsupervised.attribute.AddValues.setLabels,20,28,63,12,19.047619047619047,0,0
@@ weka.filters.unsupervised.attribute.RemoveUseless.input,8,10,16,14,87.5,0,0
@@ weka.filters.unsupervised.attribute.RemoveUseless.batchFinished,26,36,104,56,53.84615384615385,0,0
@@ weka.filters.unsupervised.attribute.RemoveUseless.setOptions,7,8,9,8,88.88888888888889,0,0
@@ weka.filters.unsupervised.attribute.SortLabels$CaseInsensitiveComparator.compare,9,12,10,8,80.0,0,0
@@ weka.filters.unsupervised.attribute.OrdinalToNumeric.listOptions,5,5,5,5,100.0,0,0
@@ weka.filters.unsupervised.attribute.OrdinalToNumeric.setOptions,4,4,6,5,83.33333333333334,0,0
@@ weka.filters.unsupervised.attribute.OrdinalToNumeric.setInputFormat,17,24,61,26,42.62295081967213,0,0
@@ weka.filters.unsupervised.attribute.OrdinalToNumeric.input,6,7,9,7,77.77777777777779,0,0
@@ weka.filters.unsupervised.attribute.Copy.setOptions,6,7,9,7,77.77777777777779,0,0
@@ weka.filters.unsupervised.attribute.Copy.getOptions,6,7,8,6,75.0,0,0
@@ weka.filters.unsupervised.attribute.Copy.setInputFormat,11,13,32,24,75.0,0,0
@@ weka.filters.unsupervised.attribute.Copy.input,15,19,44,32,72.72727272727273,0,0
@@ weka.filters.unsupervised.attribute.PrincipalComponents.setOptions,11,13,19,19,100.0,0,0
@@ weka.filters.unsupervised.attribute.PrincipalComponents.getOptions,4,4,4,3,75.0,0,0
@@ weka.filters.unsupervised.attribute.PrincipalComponents.determineOutputFormat,37,51,143,92,64.33566433566433,0,0
@@ weka.filters.unsupervised.attribute.PrincipalComponents.fillCovariance,14,17,49,27,55.10204081632652,0,1
@@ weka.filters.unsupervised.attribute.PrincipalComponents.convertInstance,25,33,98,61,62.244897959183675,0,0
@@ weka.filters.unsupervised.attribute.PrincipalComponents.setup,19,25,76,41,53.94736842105263,0,0
@@ weka.filters.unsupervised.attribute.PrincipalComponents.input,8,10,11,10,90.9090909090909,0,0
@@ weka.filters.unsupervised.attribute.PrincipalComponents.batchFinished,12,15,20,15,75.0,0,0
@@ weka.filters.unsupervised.attribute.MathExpression.setInputFormat,12,17,37,11,29.72972972972973,0,1
@@ weka.filters.unsupervised.attribute.MathExpression.compile,4,4,5,5,100.0,0,0
@@ weka.filters.unsupervised.attribute.MathExpression.input,16,23,54,25,46.2962962962963,0,0
@@ weka.filters.unsupervised.attribute.MathExpression.batchFinished,18,25,52,23,44.230769230769226,0,0
@@ weka.filters.unsupervised.attribute.MathExpression.convertInstance,19,28,78,37,47.43589743589743,0,1
@@ weka.filters.unsupervised.attribute.MathExpression.setOptions,7,8,12,11,91.66666666666666,0,0
@@ weka.filters.unsupervised.attribute.MathExpression.getOptions,6,7,9,7,77.77777777777779,0,0
@@ weka.filters.unsupervised.attribute.MathExpression.setExpression,4,4,3,2,66.66666666666666,0,0
@@ weka.filters.unsupervised.attribute.MathExpression.getInvertSelection,5,5,4,4,100.0,0,1
@@ weka.filters.unsupervised.attribute.MathExpression.setInvertSelection,5,5,4,4,100.0,0,0
@@ weka.filters.unsupervised.attribute.AddExpression.setOptions,7,8,12,11,91.66666666666666,0,0
@@ weka.filters.unsupervised.attribute.AddExpression.getOptions,4,4,4,3,75.0,0,0
@@ weka.filters.unsupervised.attribute.AddExpression.setInputFormat,7,8,18,16,88.88888888888889,0,0
@@ weka.filters.unsupervised.attribute.AddExpression.input,11,14,26,20,76.92307692307693,0,0
@@ weka.filters.unsupervised.attribute.InterquartileRange.setOptions,11,13,19,19,100.0,0,0
@@ weka.filters.unsupervised.attribute.InterquartileRange.getOptions,11,14,18,15,83.33333333333334,0,0
@@ weka.filters.unsupervised.attribute.InterquartileRange.setOutlierFactor,5,5,7,7,100.0,0,0
@@ weka.filters.unsupervised.attribute.InterquartileRange.setExtremeValuesFactor,5,5,7,7,100.0,0,0
@@ weka.filters.unsupervised.attribute.InterquartileRange.setDetectionPerAttribute,4,4,5,3,60.0,0,0
@@ weka.filters.unsupervised.attribute.InterquartileRange.setOutputOffsetMultiplier,4,4,5,3,60.0,0,0
@@ weka.filters.unsupervised.attribute.InterquartileRange.determineOutputFormat,21,28,89,51,57.30337078651685,0,0
@@ weka.filters.unsupervised.attribute.InterquartileRange.computeThresholds,14,17,54,36,66.66666666666666,0,0
@@ weka.filters.unsupervised.attribute.InterquartileRange.getValues,9,14,27,27,100.0,0,0
@@ weka.filters.unsupervised.attribute.InterquartileRange.isOutlier,8,11,32,8,25.0,0,0
@@ weka.filters.unsupervised.attribute.InterquartileRange.isOutlier,9,11,26,11,42.30769230769231,0,0
@@ weka.filters.unsupervised.attribute.InterquartileRange.isExtremeValue,6,7,16,8,50.0,0,0
@@ weka.filters.unsupervised.attribute.InterquartileRange.isExtremeValue,9,11,26,11,42.30769230769231,0,0
@@ weka.filters.unsupervised.attribute.InterquartileRange.process,25,36,104,61,58.65384615384615,0,0
@@ weka.filters.unsupervised.attribute.PartitionedMultiFilter.setOptions,16,21,28,22,78.57142857142857,0,0
@@ weka.filters.unsupervised.attribute.PartitionedMultiFilter.getOptions,12,15,36,19,52.77777777777778,0,1
@@ weka.filters.unsupervised.attribute.PartitionedMultiFilter.checkDimensions,4,4,3,3,100.0,0,0
@@ weka.filters.unsupervised.attribute.PartitionedMultiFilter.testInputFormat,7,8,16,11,68.75,0,1
@@ weka.filters.unsupervised.attribute.PartitionedMultiFilter.getFilterSpec,6,7,10,6,60.0,0,0
@@ weka.filters.unsupervised.attribute.PartitionedMultiFilter.determineUnusedIndices,19,25,57,26,45.614035087719294,0,1
@@ weka.filters.unsupervised.attribute.PartitionedMultiFilter.generateSubset,10,13,25,14,56.00000000000001,0,1
@@ weka.filters.unsupervised.attribute.PartitionedMultiFilter.renameAttributes,13,16,40,23,57.49999999999999,0,0
@@ weka.filters.unsupervised.attribute.PartitionedMultiFilter.determineOutputFormat,26,36,81,44,54.32098765432099,0,1
@@ weka.filters.unsupervised.attribute.PartitionedMultiFilter.process,63,87,310,121,39.03225806451613,0,1
@@ weka.filters.unsupervised.attribute.PotentialClassIgnorer.getOptions,4,4,4,3,75.0,0,0
@@ weka.filters.unsupervised.attribute.PotentialClassIgnorer.setInputFormat,4,4,6,4,66.66666666666666,0,1
@@ weka.filters.unsupervised.attribute.PotentialClassIgnorer.getOutputFormat,4,4,7,5,71.42857142857143,0,0
@@ weka.filters.unsupervised.instance.SparseToNonSparse.input,9,11,14,10,71.42857142857143,0,0
@@ weka.filters.unsupervised.instance.SubsetByExpression.input,14,18,27,16,59.25925925925925,0,0
@@ weka.filters.unsupervised.instance.SubsetByExpression.setOptions,7,8,12,11,91.66666666666666,0,0
@@ weka.filters.unsupervised.instance.SubsetByExpression.getOptions,4,4,7,5,71.42857142857143,0,0
@@ weka.filters.unsupervised.instance.SubsetByExpression.process,12,16,30,21,70.0,0,0
@@ weka.filters.unsupervised.instance.Resample.setOptions,12,15,21,19,90.47619047619048,0,0
@@ weka.filters.unsupervised.instance.Resample.getOptions,5,6,7,5,71.42857142857143,0,0
@@ weka.filters.unsupervised.instance.Resample.setInputFormat,5,6,6,4,66.66666666666666,0,0
@@ weka.filters.unsupervised.instance.Resample.input,8,10,13,11,84.61538461538461,0,1
@@ weka.filters.unsupervised.instance.Resample.batchFinished,9,11,8,7,87.5,0,0
@@ weka.filters.unsupervised.instance.Resample.createSubsample,21,27,64,35,54.6875,0,0
@@ weka.filters.unsupervised.instance.RemoveMisclassified.getCapabilities,5,5,6,4,66.66666666666666,0,0
@@ weka.filters.unsupervised.instance.RemoveMisclassified.cleanseTrain,26,38,101,52,51.48514851485149,0,0
@@ weka.filters.unsupervised.instance.RemoveMisclassified.cleanseCross,32,47,133,69,51.8796992481203,0,0
@@ weka.filters.unsupervised.instance.RemoveMisclassified.input,8,10,15,13,86.66666666666667,0,0
@@ weka.filters.unsupervised.instance.RemoveMisclassified.batchFinished,15,19,29,17,58.620689655172406,0,0
@@ weka.filters.unsupervised.instance.RemoveMisclassified.setOptions,21,27,37,34,91.8918918918919,0,0
@@ weka.filters.unsupervised.instance.RemoveMisclassified.getOptions,4,4,4,3,75.0,0,0
@@ weka.filters.unsupervised.instance.RemoveMisclassified.getClassifierSpec,4,4,4,4,100.0,0,0
@@ weka.filters.unsupervised.instance.RemovePercentage.setOptions,7,8,11,10,90.9090909090909,0,1
@@ weka.filters.unsupervised.instance.RemovePercentage.getOptions,4,4,4,3,75.0,0,0
@@ weka.filters.unsupervised.instance.RemovePercentage.setPercentage,5,6,6,4,66.66666666666666,0,0
