>> Method, Nduas, Uduas, Rduas, UduaPerc, RduaPerc, Time_s, Time_ms
@@ org.mockito.internal.stubbing.answers.AnswersValidator.validateDoNothing,4,2,2,50,50,0,0
@@ org.mockito.internal.stubbing.answers.AnswersValidator.validateDefaultAnswerReturnedValue,11,3,4,27.2727272727273,36.3636363636364,0,0
@@ org.mockito.internal.stubbing.answers.Returns.returnsNull,4,2,2,50,50,0,0
@@ org.mockito.internal.stubbing.answers.ReturnsElementsOf.<init>,4,2,2,50,50,0,0
@@ org.mockito.internal.stubbing.answers.ReturnsElementsOf.answer,8,2,2,25,25,0,0
@@ org.mockito.internal.stubbing.answers.ReturnsArgumentAt.returningLastArg,4,2,2,50,50,0,0
@@ org.mockito.internal.stubbing.answers.ReturnsArgumentAt.checkWithinAllowedRange,5,3,5,60,100,0,0
@@ org.mockito.internal.stubbing.answers.ReturnsArgumentAt.validateIndexWithinInvocationRange,7,2,2,28.5714285714286,28.5714285714286,0,0
@@ org.mockito.internal.stubbing.defaultanswers.ReturnsMocks.answer,5,2,2,40,40,0,0
@@ org.mockito.internal.stubbing.defaultanswers.ReturnsMocks.returnValueFor,9,2,2,22.2222222222222,22.2222222222222,0,0
@@ org.mockito.internal.stubbing.defaultanswers.ReturnsMoreEmptyValues.answer,5,2,2,40,40,0,0
@@ org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNulls$ThrowsSmartNullPointer.answer,7,2,2,28.5714285714286,28.5714285714286,0,0
@@ org.mockito.internal.stubbing.defaultanswers.ForwardsInvocations.answer,13,2,3,15.3846153846154,23.0769230769231,0,0
@@ org.mockito.internal.stubbing.defaultanswers.ForwardsInvocations.getDelegateMethod,10,2,2,20,20,0,0
@@ org.mockito.internal.stubbing.defaultanswers.ReturnsDeepStubs.withSettingsUsing,5,2,3,40,60,0,0
@@ org.mockito.internal.matchers.Contains.matches,8,3,4,37.5,50,0,0
@@ org.mockito.internal.matchers.CapturingMatcher.getLastValue,6,2,2,33.3333333333333,33.3333333333333,0,0
@@ org.mockito.internal.matchers.Same.matches,6,2,2,33.3333333333333,33.3333333333333,0,0
@@ org.mockito.internal.matchers.Same.appendQuoting,10,3,4,30,40,0,0
@@ org.mockito.internal.matchers.And.describeTo,8,2,4,25,50,0,0
@@ org.mockito.internal.matchers.VarargCapturingMatcher.getLastVarargs,6,2,2,33.3333333333333,33.3333333333333,0,0
@@ org.mockito.internal.matchers.EndsWith.matches,8,3,4,37.5,50,0,0
@@ org.mockito.internal.matchers.CompareEqual.matchResult,2,2,2,100,100,0,0
@@ org.mockito.internal.matchers.Equality.areArraysEqual,8,3,4,37.5,50,0,0
@@ org.mockito.internal.matchers.Equality.areArrayLengthsEqual,4,2,2,50,50,0,0
@@ org.mockito.internal.matchers.GreaterOrEqual.matchResult,2,2,2,100,100,0,0
@@ org.mockito.internal.matchers.InstanceOf.matches,8,3,4,37.5,50,0,0
@@ org.mockito.internal.matchers.Not.matches,6,2,2,33.3333333333333,33.3333333333333,0,0
@@ org.mockito.internal.matchers.Null.matches,2,2,2,100,100,0,0
@@ org.mockito.internal.matchers.GreaterThan.matchResult,2,2,2,100,100,0,0
@@ org.mockito.internal.matchers.Equals.quoting,8,3,4,37.5,50,0,0
@@ org.mockito.internal.matchers.Equals.typeMatches,12,4,6,33.3333333333333,50,0,0
@@ org.mockito.internal.matchers.LessOrEqual.matchResult,2,2,2,100,100,0,0
@@ org.mockito.internal.matchers.StartsWith.matches,8,3,4,37.5,50,0,0
@@ org.mockito.internal.matchers.ArrayEquals.createObjectArray,15,3,5,20,33.3333333333333,0,0
@@ org.mockito.internal.matchers.Matches.matches,8,3,4,37.5,50,0,0
@@ org.mockito.internal.matchers.NotNull.matches,2,2,2,100,100,0,0
@@ org.mockito.internal.matchers.Find.matches,8,3,4,37.5,50,0,0
@@ org.mockito.internal.matchers.LessThan.matchResult,2,2,2,100,100,0,0
@@ org.mockito.internal.matchers.apachecommons.EqualsBuilder.append,6,2,3,33.3333333333333,50,0,0
@@ org.mockito.internal.matchers.apachecommons.EqualsBuilder.append,6,2,3,33.3333333333333,50,0,0
@@ org.mockito.internal.matchers.apachecommons.EqualsBuilder.append,6,2,3,33.3333333333333,50,0,0
@@ org.mockito.internal.matchers.apachecommons.EqualsBuilder.append,8,2,2,25,25,0,0
@@ org.mockito.internal.matchers.apachecommons.EqualsBuilder.append,6,2,3,33.3333333333333,50,0,0
@@ org.mockito.internal.listeners.NotifiedMethodInvocationReport.threwException,4,2,2,50,50,0,0
@@ org.mockito.internal.listeners.NotifiedMethodInvocationReport.getLocationOfStubbing,6,2,3,33.3333333333333,50,0,0
@@ org.mockito.exceptions.Reporter.locationsOf,5,1,2,20,40,0,0
@@ org.mockito.exceptions.Reporter.createTooLittleInvocationsMessage,5,2,3,40,60,0,0
@@ org.mockito.exceptions.Reporter.exceptionCauseMessageIfAvailable,4,2,2,50,50,0,0
@@ org.mockito.exceptions.Reporter.invalidArgumentPositionRangeAtInvocationTime,5,2,3,40,60,0,0
