@@ Method, Nodes, Edges, DUAs, UDUAs, RDUAs, UPerc, RPerc, Time_s, Time_ms
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry$TYPE.find,7,8,9,3,3,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.<init>,4,4,7,2,2,28.57142857142857,28.57142857142857,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.readCLRI,8,10,18,4,6,22.22222222222222,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.readBITS,8,10,18,4,6,22.22222222222222,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.getNextEntry,28,40,114,37,66,32.45614035087719,57.89473684210527,0,75
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.readDirectoryEntry,32,46,110,38,68,34.54545454545455,61.81818181818181,0,124
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.getPath,13,16,28,6,10,21.428571428571427,35.714285714285715,0,4
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.read,28,40,131,39,70,29.770992366412212,53.43511450381679,0,68
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.close,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.matches,9,11,7,4,6,57.14285714285714,85.71428571428571,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveSummary.isNewHeader,5,5,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveSummary.isNewInode,5,5,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveSummary.isCompressed,5,5,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveSummary.isMetaDataOnly,5,5,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveSummary.isExtendedAttributes,5,5,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveSummary.hashCode,8,10,25,5,9,20.0,36.0,0,3
@@ org.apache.commons.compress.archivers.dump.DumpArchiveSummary.equals,15,22,31,9,16,29.03225806451613,51.61290322580645,0,4
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.isSparseRecord,5,5,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.equals,16,24,43,11,18,25.581395348837212,41.86046511627907,0,3
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.parse,8,10,22,8,16,36.36363636363637,72.72727272727273,0,5
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.update,8,10,25,8,16,32.0,64.0,0,4
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.setName,8,11,17,7,13,41.17647058823529,76.47058823529412,0,2
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.isDirectory,5,5,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.isFile,5,5,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.isSocket,5,5,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.isChrDev,5,5,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.isBlkDev,5,5,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.isFifo,5,5,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.getSize,5,5,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.resetBlockSize,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.available,4,4,11,2,2,18.181818181818183,18.181818181818183,0,0
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.read,12,15,51,10,17,19.607843137254903,33.33333333333333,0,13
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.skip,15,19,57,12,23,21.052631578947366,40.35087719298245,0,19
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.close,5,6,12,3,4,25.0,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.peek,4,4,10,2,3,20.0,30.0,0,1
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.readRecord,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.readBlock,21,30,54,12,20,22.22222222222222,37.03703703703704,0,9
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.readFully,4,4,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveConstants$COMPRESSION_TYPE.find,7,8,7,2,2,28.57142857142857,28.57142857142857,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveUtil.calculateChecksum,5,5,12,2,4,16.666666666666664,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveUtil.verify,7,8,7,3,4,42.857142857142854,57.14285714285714,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry$PERMISSION.find,9,11,11,4,4,36.36363636363637,36.36363636363637,0,1
@@ org.apache.commons.compress.archivers.jar.JarArchiveEntry.getCertificates,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.jar.JarArchiveOutputStream.putArchiveEntry,4,4,8,2,3,25.0,37.5,0,1
@@ org.apache.commons.compress.archivers.jar.JarArchiveInputStream.getNextJarEntry,5,5,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZMethod.byId,7,8,7,2,2,28.57142857142857,28.57142857142857,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.getCreationDate,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.setCreationDate,7,8,9,4,5,44.44444444444444,55.55555555555556,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.getLastModifiedDate,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.setLastModifiedDate,7,8,9,4,5,44.44444444444444,55.55555555555556,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.getAccessDate,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.setAccessDate,7,8,9,4,5,44.44444444444444,55.55555555555556,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.setContentMethods,8,9,7,2,3,28.57142857142857,42.857142857142854,0,6
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.hashCode,5,5,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.equals,27,47,155,22,42,14.193548387096774,27.09677419354839,0,34
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.equalSevenZMethods,17,23,18,8,14,44.44444444444444,77.77777777777779,0,2
@@ org.apache.commons.compress.archivers.sevenz.CLI$Mode$2.takeAction,20,29,48,15,28,31.25,58.333333333333336,0,8
@@ org.apache.commons.compress.archivers.sevenz.CoderBase.canAcceptOptions,7,8,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.CoderBase.numberOptionOrDefault,5,5,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.Coders.addDecoder,4,4,12,2,2,16.666666666666664,16.666666666666664,0,1
@@ org.apache.commons.compress.archivers.sevenz.Coders.addEncoder,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.sevenz.Archive.lengthOf,5,5,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.Archive.lengthOf,5,5,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.BoundedSeekableByteChannelInputStream.<init>,6,7,7,3,5,42.857142857142854,71.42857142857143,0,0
@@ org.apache.commons.compress.archivers.sevenz.BoundedSeekableByteChannelInputStream.read,6,7,11,3,4,27.27272727272727,36.36363636363637,0,1
@@ org.apache.commons.compress.archivers.sevenz.BoundedSeekableByteChannelInputStream.read,11,14,43,9,15,20.930232558139537,34.883720930232556,0,6
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile$1.read,4,4,4,2,3,50.0,75.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile$1.read,4,4,5,2,3,40.0,60.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.CLI$Mode$1.takeAction,11,13,16,6,6,37.5,37.5,0,1
@@ org.apache.commons.compress.archivers.sevenz.CLI$Mode$1.getContentMethods,9,11,12,6,9,50.0,75.0,0,3
@@ org.apache.commons.compress.archivers.sevenz.LZMADecoder.decode,10,13,26,5,8,19.230769230769234,30.76923076923077,0,2
@@ org.apache.commons.compress.archivers.sevenz.LZMADecoder.getOptionsFromCoder,6,7,11,3,4,27.27272727272727,36.36363636363637,0,1
@@ org.apache.commons.compress.archivers.sevenz.LZMADecoder.getOptions,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.LZMA2Decoder.decode,4,4,8,2,2,25.0,25.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.LZMA2Decoder.getDictSize,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.LZMA2Decoder.getDictionarySize,12,16,17,6,10,35.294117647058826,58.82352941176471,0,2
@@ org.apache.commons.compress.archivers.sevenz.LZMA2Decoder.getOptions,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.Folder.getOrderedCoders,8,9,15,4,6,26.666666666666668,40.0,0,2
@@ org.apache.commons.compress.archivers.sevenz.Folder.findBindPairForInStream,7,8,22,5,10,22.727272727272727,45.45454545454545,0,2
@@ org.apache.commons.compress.archivers.sevenz.Folder.findBindPairForOutStream,7,8,22,5,10,22.727272727272727,45.45454545454545,0,2
@@ org.apache.commons.compress.archivers.sevenz.Folder.getUnpackSize,9,11,22,6,11,27.27272727272727,50.0,0,3
@@ org.apache.commons.compress.archivers.sevenz.Folder.getUnpackSizeForCoder,8,10,28,6,12,21.428571428571427,42.857142857142854,0,3
@@ org.apache.commons.compress.archivers.sevenz.Folder.toString,5,5,12,2,3,16.666666666666664,25.0,0,2
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile$OutputStreamWrapper.write,5,5,18,2,3,11.11111111111111,16.666666666666664,0,0
@@ org.apache.commons.compress.archivers.sevenz.DeltaDecoder.getOptionsFromCoder,5,6,10,3,4,30.0,40.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZMethodConfiguration.<init>,5,6,8,3,4,37.5,50.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZMethodConfiguration.hashCode,5,5,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZMethodConfiguration.equals,11,15,27,6,10,22.22222222222222,37.03703703703704,0,1
@@ org.apache.commons.compress.archivers.sevenz.CLI.main,13,17,19,7,9,36.84210526315789,47.368421052631575,0,1
@@ org.apache.commons.compress.archivers.sevenz.CLI.grabMode,4,4,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.AES256SHA256Decoder$1.init,23,31,90,13,25,14.444444444444443,27.77777777777778,0,17
@@ org.apache.commons.compress.archivers.sevenz.AES256SHA256Decoder$1.close,4,4,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.close,4,4,7,2,3,28.57142857142857,42.857142857142854,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.closeArchiveEntry,11,14,46,6,10,13.043478260869565,21.73913043478261,0,7
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.write,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.finish,4,4,8,2,2,25.0,25.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.getCurrentOutputStream,4,4,8,2,3,25.0,37.5,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.setupFileOutputStream,11,14,24,8,11,33.33333333333333,45.83333333333333,0,3
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.getContentMethods,5,5,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeStreamsInfo,4,4,8,2,3,25.0,37.5,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writePackInfo,12,15,13,4,5,30.76923076923077,38.46153846153847,0,3
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeUnpackInfo,21,28,29,7,10,24.137931034482758,34.48275862068966,0,5
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFolder,8,9,21,5,9,23.809523809523807,42.857142857142854,0,2
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeSingleCodec,6,7,11,4,5,36.36363636363637,45.45454545454545,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileEmptyStreams,15,19,32,10,16,31.25,50.0,0,8
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileEmptyFiles,15,19,22,10,12,45.45454545454545,54.54545454545454,0,13
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileAntiItems,9,11,17,6,8,35.294117647058826,47.05882352941176,0,2
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileNames,5,5,5,1,2,20.0,40.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileCTimes,20,26,49,12,19,24.489795918367346,38.775510204081634,0,9
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileATimes,20,26,49,12,19,24.489795918367346,38.775510204081634,0,11
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileMTimes,20,26,49,12,19,24.489795918367346,38.775510204081634,0,12
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileWindowsAttributes,20,26,49,12,19,24.489795918367346,38.775510204081634,0,9
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeUint64,10,12,37,10,16,27.027027027027028,43.24324324324324,0,3
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeBits,12,15,34,12,21,35.294117647058826,61.76470588235294,0,6
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.reverse,5,5,2,1,2,50.0,100.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.<init>,8,10,11,5,6,45.45454545454545,54.54545454545454,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.close,6,7,13,3,4,23.076923076923077,30.76923076923077,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.getNextEntry,7,9,22,4,6,18.181818181818183,27.27272727272727,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readHeaders,12,16,35,7,13,20.0,37.142857142857146,0,3
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readStartHeader,6,7,4,3,4,75.0,100.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readHeader,12,16,36,15,26,41.66666666666667,72.22222222222221,0,4
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readArchiveProperties,5,5,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readEncodedHeader,14,19,34,10,16,29.411764705882355,47.05882352941176,0,3
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readStreamsInfo,11,14,30,13,23,43.333333333333336,76.66666666666667,0,3
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readPackInfo,16,21,57,15,25,26.31578947368421,43.859649122807014,0,10
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readUnpackInfo,27,36,68,16,28,23.52941176470588,41.17647058823529,0,21
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readSubStreamsInfo,46,64,148,46,76,31.08108108108108,51.35135135135135,0,113
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readFolder,40,54,121,40,66,33.057851239669425,54.54545454545454,0,83
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readAllOrBits,8,9,17,3,5,17.647058823529413,29.411764705882355,0,2
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readBits,10,12,28,9,19,32.142857142857146,67.85714285714286,0,5
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readFilesInfo,84,126,281,88,154,31.316725978647685,54.804270462633454,0,498
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.calculateStreamMap,31,43,155,48,86,30.967741935483872,55.483870967741936,0,81
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.buildDecodingStream,11,14,49,6,8,12.244897959183673,16.3265306122449,0,4
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.buildDecoderStack,10,13,30,7,12,23.333333333333332,40.0,0,7
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.read,4,4,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.getCurrentStream,12,16,25,5,9,20.0,36.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.read,4,4,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readUint64,7,8,26,5,9,19.230769230769234,34.61538461538461,0,3
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.matches,9,11,20,6,12,30.0,60.0,0,2
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.skipBytesFully,6,7,12,3,4,25.0,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.getDefaultName,7,9,15,4,6,26.666666666666668,40.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.utf16Decode,6,7,8,3,4,37.5,50.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.assertFitsIntoInt,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipEncodingHelper.getZipEncoding,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipEncodingHelper.isUTF8,11,14,15,6,14,40.0,93.33333333333333,0,2
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.getLocalFileDataLength,5,5,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.getCentralDirectoryLength,14,17,16,8,8,50.0,50.0,0,2
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.getLocalFileDataData,8,11,18,6,8,33.33333333333333,44.44444444444444,0,1
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.getCentralDirectoryData,6,7,18,3,7,16.666666666666664,38.88888888888889,0,0
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.parseFromLocalFileData,10,13,24,6,11,25.0,45.83333333333333,0,1
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.parseFromCentralDirectoryData,8,10,17,4,6,23.52941176470588,35.294117647058826,0,0
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.reparseCentralDirectoryData,25,34,47,20,29,42.5531914893617,61.702127659574465,0,10
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.addSizes,6,7,20,4,8,20.0,40.0,0,2
@@ org.apache.commons.compress.archivers.zip.UnshrinkingInputStream.<init>,5,5,9,2,4,22.22222222222222,44.44444444444444,0,0
@@ org.apache.commons.compress.archivers.zip.UnshrinkingInputStream.addEntry,8,10,25,7,13,28.000000000000004,52.0,0,2
@@ org.apache.commons.compress.archivers.zip.UnshrinkingInputStream.partialClear,13,17,47,12,25,25.53191489361702,53.191489361702125,0,8
@@ org.apache.commons.compress.archivers.zip.UnshrinkingInputStream.decompressNextSymbol,17,23,31,8,14,25.806451612903224,45.16129032258064,0,2
@@ org.apache.commons.compress.archivers.zip.ZipShort.equals,8,10,10,4,6,40.0,60.0,0,0
@@ org.apache.commons.compress.archivers.zip.ResourceAlignmentExtraField.<init>,7,9,12,4,7,33.33333333333333,58.333333333333336,0,1
@@ org.apache.commons.compress.archivers.zip.ResourceAlignmentExtraField.getLocalFileDataData,5,5,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ org.apache.commons.compress.archivers.zip.ResourceAlignmentExtraField.getCentralDirectoryData,5,5,6,2,3,33.33333333333333,50.0,0,1
@@ org.apache.commons.compress.archivers.zip.ResourceAlignmentExtraField.parseFromCentralDirectoryData,7,8,9,3,4,33.33333333333333,44.44444444444444,0,1
@@ org.apache.commons.compress.archivers.zip.NioZipEncoding.encode,26,36,88,33,57,37.5,64.77272727272727,0,58
@@ org.apache.commons.compress.archivers.zip.NioZipEncoding.encodeFully,7,8,14,3,7,21.428571428571427,50.0,0,1
@@ org.apache.commons.compress.archivers.zip.NioZipEncoding.newEncoder,4,4,11,2,2,18.181818181818183,18.181818181818183,0,0
@@ org.apache.commons.compress.archivers.zip.NioZipEncoding.newDecoder,4,4,11,2,2,18.181818181818183,18.181818181818183,0,1
@@ org.apache.commons.compress.archivers.zip.ZipEightByteInteger.getBytes,4,4,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipEightByteInteger.getValue,5,5,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipEightByteInteger.equals,5,6,7,3,4,42.857142857142854,57.14285714285714,0,0
@@ org.apache.commons.compress.archivers.zip.CircularBuffer.available,5,5,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.zip.CircularBuffer.get,4,4,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.zip.CircularBuffer.copy,5,5,13,2,4,15.384615384615385,30.76923076923077,0,1
@@ org.apache.commons.compress.archivers.zip.BitStream.nextBits,5,6,7,3,5,42.857142857142854,71.42857142857143,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.<init>,5,5,8,2,3,25.0,37.5,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.<init>,5,5,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.<init>,8,10,12,5,7,41.66666666666667,58.333333333333336,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.setMethod,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.setUnixMode,8,9,6,4,5,66.66666666666666,83.33333333333334,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getUnixMode,5,5,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.isUnixSymlink,5,5,2,2,2,100.0,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.setAlignment,5,6,7,3,5,42.857142857142854,71.42857142857143,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.setExtraFields,9,11,12,3,5,25.0,41.66666666666667,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getExtraFields,5,5,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getExtraFields,17,23,39,9,16,23.076923076923077,41.02564102564102,0,6
