>> Method, Nduas, Uduas, Rduas, UduaPerc, RduaPerc, Time_s, Time_ms
@@ weka.gui.knowledgeflow.steps.SubstringReplacerStepEditorDialog.checkUpDown,22,6,8,27.27272727272727,36.36363636363637,0,1
@@ weka.gui.knowledgeflow.steps.SubstringReplacerStepEditorDialog.okPressed,26,5,10,19.230769230769234,38.46153846153847,0,3
@@ weka.gui.knowledgeflow.steps.DataGridStepEditorDialog$7.actionPerformed,16,3,4,18.75,25.0,0,1
@@ weka.gui.knowledgeflow.steps.AttributeSummarizerInteractiveView$2.mouseClicked,12,3,4,25.0,33.33333333333333,0,1
@@ weka.gui.knowledgeflow.steps.StorePropertiesInEnvironmentStepEditorDialog$DynamicPropertiesPanel.<init>,18,5,11,27.77777777777778,61.111111111111114,0,3
@@ weka.gui.knowledgeflow.steps.StorePropertiesInEnvironmentStepEditorDialog$DynamicPropertiesPanel.getPropertiesInternal,34,11,18,32.35294117647059,52.94117647058824,0,7
@@ weka.gui.knowledgeflow.steps.BlockStepEditorDialog.layoutEditor,12,3,4,25.0,33.33333333333333,0,0
@@ weka.gui.knowledgeflow.steps.ClassifierPerformanceEvaluatorStepEditorDialog$3.actionPerformed,25,3,5,12.0,20.0,0,1
@@ weka.gui.knowledgeflow.steps.ImageViewerInteractiveView$2.mouseClicked,12,3,4,25.0,33.33333333333333,0,1
@@ weka.gui.knowledgeflow.steps.ImageViewerInteractiveView$MainPanel$1.actionPerformed,6,2,3,33.33333333333333,50.0,0,0
@@ weka.gui.knowledgeflow.steps.ScatterPlotMatrixInteractiveView$2.mouseClicked,12,3,4,25.0,33.33333333333333,0,1
@@ weka.gui.knowledgeflow.steps.SorterStepEditorDialog$6.keyReleased,24,4,10,16.666666666666664,41.66666666666667,0,1
@@ weka.gui.knowledgeflow.steps.SetVariablesStepEditorDialog$DynamicVariablesPanel.<init>,17,5,11,29.411764705882355,64.70588235294117,0,2
@@ weka.gui.knowledgeflow.steps.SetVariablesStepEditorDialog$DynamicVariablesPanel.getVariablesInternal,30,9,16,30.0,53.333333333333336,0,5
@@ weka.gui.knowledgeflow.steps.SubstringLabelerStepEditorDialog$10.actionPerformed,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ weka.gui.knowledgeflow.steps.DataGridStepEditorDialog$3.actionPerformed,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ weka.gui.knowledgeflow.steps.DataGridStepEditorDialog$1.propertyChange,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ weka.gui.knowledgeflow.steps.ClassValuePickerStepEditorDialog.setStepToEdit,76,26,53,34.21052631578947,69.73684210526315,0,10
@@ weka.gui.knowledgeflow.steps.ClassValuePickerStepEditorDialog.okPressed,4,2,2,50.0,50.0,0,0
@@ weka.gui.knowledgeflow.steps.BoundaryPlotterStepEditorDialog.layoutEditor,88,26,48,29.545454545454547,54.54545454545454,0,15
@@ weka.gui.knowledgeflow.steps.BoundaryPlotterStepEditorDialog.okPressed,15,4,5,26.666666666666668,33.33333333333333,0,1
@@ weka.gui.knowledgeflow.steps.BoundaryPlotterInteractiveView$1.mouseClicked,12,3,4,25.0,33.33333333333333,0,0
@@ weka.gui.knowledgeflow.steps.FlowByExpressionStepEditorDialog$8.actionPerformed,14,4,6,28.57142857142857,42.857142857142854,0,1
@@ weka.gui.arffviewer.ArffTable.setModel,16,6,9,37.5,56.25,0,0
@@ weka.gui.arffviewer.ArffTable.getCellEditor,14,3,5,21.428571428571427,35.714285714285715,0,0
@@ weka.gui.arffviewer.ArffTable.setLayout,39,9,17,23.076923076923077,43.58974358974359,0,7
@@ weka.gui.arffviewer.ArffTable.getPlainColumnName,25,7,13,28.000000000000004,52.0,0,1
@@ weka.gui.arffviewer.ArffTable.getStringSelection,63,18,33,28.57142857142857,52.38095238095239,0,9
@@ weka.gui.arffviewer.ArffTable.setSelectedColumn,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ weka.gui.arffviewer.ArffTable.notifyListener,4,1,2,25.0,50.0,0,0
@@ weka.gui.arffviewer.ArffViewer.getCenteredLeft,4,2,2,50.0,50.0,0,0
@@ weka.gui.arffviewer.ArffViewer.getCenteredTop,4,2,2,50.0,50.0,0,0
@@ weka.gui.arffviewer.ArffViewer.windowClosing,12,6,8,50.0,66.66666666666666,0,1
@@ weka.gui.arffviewer.ArffViewerMainPanel.getParentFrame,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.getParentInternalFrame,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ weka.gui.arffviewer.ArffViewerMainPanel.getFrameTitle,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.updateFrameTitle,6,4,4,66.66666666666666,66.66666666666666,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.updateMenu,34,8,11,23.52941176470588,32.35294117647059,0,3
@@ weka.gui.arffviewer.ArffViewerMainPanel.setTabTitle,11,3,4,27.27272727272727,36.36363636363637,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.getPanel,9,3,4,33.33333333333333,44.44444444444444,0,1
@@ weka.gui.arffviewer.ArffViewerMainPanel.isPanelSelected,2,2,2,100.0,100.0,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.getFilename,5,2,2,40.0,40.0,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.setFilename,5,2,2,40.0,40.0,0,1
@@ weka.gui.arffviewer.ArffViewerMainPanel.saveChanges,25,14,22,56.00000000000001,88.0,0,2
@@ weka.gui.arffviewer.ArffViewerMainPanel.loadFile,16,3,5,18.75,31.25,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.saveFile,9,3,4,33.33333333333333,44.44444444444444,0,1
@@ weka.gui.arffviewer.ArffViewerMainPanel.saveFileAs,15,5,6,33.33333333333333,40.0,0,1
@@ weka.gui.arffviewer.ArffViewerMainPanel.closeFile,8,3,4,37.5,50.0,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.closeAllFiles,8,3,4,37.5,50.0,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.showProperties,11,4,6,36.36363636363637,54.54545454545454,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.close,6,3,4,50.0,66.66666666666666,0,1
@@ weka.gui.arffviewer.ArffViewerMainPanel.undo,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.copyContent,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.search,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.clearSearch,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.renameAttribute,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.attributeAsClass,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.deleteAttribute,6,3,4,50.0,66.66666666666666,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.deleteInstance,6,3,4,50.0,66.66666666666666,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.sortInstances,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.showAttributes,7,3,4,42.857142857142854,57.14285714285714,0,1
@@ weka.gui.arffviewer.ArffViewerMainPanel.showValues,46,14,25,30.434782608695656,54.347826086956516,0,3
@@ weka.gui.arffviewer.ArffViewerMainPanel.setOptimalColWidths,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ weka.gui.arffviewer.ArffViewerMainPanel.actionPerformed,148,22,43,14.864864864864865,29.054054054054053,0,9
@@ weka.gui.arffviewer.ArffViewerMainPanel.stateChanged,4,2,2,50.0,50.0,0,0
@@ weka.gui.arffviewer.ArffPanel.initPopupMenus,35,6,7,17.142857142857142,20.0,0,1
@@ weka.gui.arffviewer.ArffPanel.setMenu,67,24,33,35.82089552238806,49.25373134328358,0,6
@@ weka.gui.arffviewer.ArffPanel.getInstances,8,2,2,25.0,25.0,0,0
@@ weka.gui.arffviewer.ArffPanel.getAttributes,11,2,4,18.181818181818183,36.36363636363637,0,0
@@ weka.gui.arffviewer.ArffPanel.setChanged,4,2,2,50.0,50.0,0,0
@@ weka.gui.arffviewer.ArffPanel.isReadOnly,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.arffviewer.ArffPanel.setReadOnly,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ weka.gui.arffviewer.ArffPanel.setShowAttributeIndex,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ weka.gui.arffviewer.ArffPanel.undo,4,2,2,50.0,50.0,0,0
@@ weka.gui.arffviewer.ArffPanel.createTitle,18,4,9,22.22222222222222,50.0,0,1
@@ weka.gui.arffviewer.ArffPanel.createName,9,3,5,33.33333333333333,55.55555555555556,0,0
@@ weka.gui.arffviewer.ArffPanel.loadFile,9,2,3,22.22222222222222,33.33333333333333,0,0
@@ weka.gui.arffviewer.ArffPanel.calcMean,31,4,7,12.903225806451612,22.58064516129032,0,1
@@ weka.gui.arffviewer.ArffPanel.setValues,148,28,65,18.91891891891892,43.91891891891892,0,21
@@ weka.gui.arffviewer.ArffPanel.deleteAttribute,28,5,8,17.857142857142858,28.57142857142857,0,1
@@ weka.gui.arffviewer.ArffPanel.deleteAttributes,43,8,12,18.6046511627907,27.906976744186046,0,2
@@ weka.gui.arffviewer.ArffPanel.attributeAsClass,15,3,4,20.0,26.666666666666668,0,0
@@ weka.gui.arffviewer.ArffPanel.renameAttribute,21,4,6,19.047619047619047,28.57142857142857,0,1
@@ weka.gui.arffviewer.ArffPanel.setAttributeWeight,21,4,6,19.047619047619047,28.57142857142857,0,1
@@ weka.gui.arffviewer.ArffPanel.deleteInstance,5,2,2,40.0,40.0,0,0
@@ weka.gui.arffviewer.ArffPanel.setInstanceWeight,11,3,4,27.27272727272727,36.36363636363637,0,1
@@ weka.gui.arffviewer.ArffPanel.deleteInstances,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.arffviewer.ArffPanel.sortInstances,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ weka.gui.arffviewer.ArffPanel.copyContent,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ weka.gui.arffviewer.ArffPanel.search,6,2,3,33.33333333333333,50.0,0,0
@@ weka.gui.arffviewer.ArffPanel.setOptimalColWidth,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.arffviewer.ArffPanel.actionPerformed,143,21,40,14.685314685314685,27.972027972027973,0,8
@@ weka.gui.arffviewer.ArffPanel.mouseClicked,53,22,34,41.509433962264154,64.15094339622641,0,3
@@ weka.gui.arffviewer.ArffPanel.notifyListener,4,1,2,25.0,50.0,0,0
@@ weka.gui.arffviewer.ArffTableCellRenderer.getTableCellRendererComponent,81,27,38,33.33333333333333,46.913580246913575,0,5
@@ weka.gui.arffviewer.ArffTable$RelationalCellEditor$1.actionPerformed,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ weka.gui.arffviewer.ArffSortedTableModel.getModelValueAt,8,2,2,25.0,25.0,0,1
@@ weka.gui.arffviewer.ArffSortedTableModel.getType,6,2,3,33.33333333333333,50.0,0,0
@@ weka.gui.arffviewer.ArffSortedTableModel.deleteInstances,14,2,4,14.285714285714285,28.57142857142857,0,0
@@ weka.gui.arffviewer.ArffSortedTableModel.addTableModelListener,4,2,2,50.0,50.0,0,1
@@ weka.gui.arffviewer.ArffSortedTableModel.removeTableModelListener,4,2,2,50.0,50.0,0,0
@@ weka.gui.arffviewer.ArffTableModel.<init>,7,3,4,42.857142857142854,57.14285714285714,0,1
@@ weka.gui.arffviewer.ArffTableModel.<init>,30,10,20,33.33333333333333,66.66666666666666,0,2
@@ weka.gui.arffviewer.ArffTableModel.loadFile,14,6,10,42.857142857142854,71.42857142857143,0,1
@@ weka.gui.arffviewer.ArffTableModel.setInstances,33,10,21,30.303030303030305,63.63636363636363,0,1
@@ weka.gui.arffviewer.ArffTableModel.getAttributeIndex,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.arffviewer.ArffTableModel.isAttribute,16,6,10,37.5,62.5,0,0
@@ weka.gui.arffviewer.ArffTableModel.getAttributeAt,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ weka.gui.arffviewer.ArffTableModel.getType,26,7,11,26.923076923076923,42.30769230769231,0,0
@@ weka.gui.arffviewer.ArffTableModel.deleteAttributeAt,15,5,6,33.33333333333333,40.0,0,1
@@ weka.gui.arffviewer.ArffTableModel.deleteAttributes,9,2,4,22.22222222222222,44.44444444444444,0,0
@@ weka.gui.arffviewer.ArffTableModel.renameAttributeAt,8,2,2,25.0,25.0,0,0
@@ weka.gui.arffviewer.ArffTableModel.setAttributeWeightAt,32,7,14,21.875,43.75,0,1
@@ weka.gui.arffviewer.ArffTableModel.attributeAsClassAt,46,13,21,28.26086956521739,45.65217391304348,0,4
@@ weka.gui.arffviewer.ArffTableModel.deleteInstanceAt,18,6,8,33.33333333333333,44.44444444444444,0,0
@@ weka.gui.arffviewer.ArffTableModel.setInstanceWeight,20,6,9,30.0,45.0,0,0
@@ weka.gui.arffviewer.ArffTableModel.insertInstance,50,13,25,26.0,50.0,0,3
@@ weka.gui.arffviewer.ArffTableModel.deleteInstances,10,2,4,20.0,40.0,0,1
@@ weka.gui.arffviewer.ArffTableModel.sortInstances,119,33,52,27.73109243697479,43.69747899159664,0,16
@@ weka.gui.arffviewer.ArffTableModel.getAttributeColumn,28,7,12,25.0,42.857142857142854,0,1
@@ weka.gui.arffviewer.ArffTableModel.getColumnClass,22,7,15,31.818181818181817,68.18181818181817,0,0
@@ weka.gui.arffviewer.ArffTableModel.getColumnCount,16,4,8,25.0,50.0,0,0
@@ weka.gui.arffviewer.ArffTableModel.isClassIndex,14,5,6,35.714285714285715,42.857142857142854,0,0
@@ weka.gui.arffviewer.ArffTableModel.getColumnName,110,40,61,36.36363636363637,55.45454545454545,0,7
@@ weka.gui.arffviewer.ArffTableModel.getRowCount,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.arffviewer.ArffTableModel.isMissingAt,16,4,7,25.0,43.75,0,0
@@ weka.gui.arffviewer.ArffTableModel.getInstancesValueAt,16,4,7,25.0,43.75,0,0
@@ weka.gui.arffviewer.ArffTableModel.getValueAt,105,29,57,27.61904761904762,54.285714285714285,0,7
@@ weka.gui.arffviewer.ArffTableModel.isCellEditable,12,7,8,58.333333333333336,66.66666666666666,0,0
@@ weka.gui.arffviewer.ArffTableModel.setValueAt,74,18,25,24.324324324324326,33.78378378378378,0,3
@@ weka.gui.arffviewer.ArffTableModel.notifyListener,8,2,3,25.0,37.5,0,1
@@ weka.gui.arffviewer.ArffTableModel.canUndo,4,2,2,50.0,50.0,0,0
@@ weka.gui.arffviewer.ArffTableModel.undo,4,2,2,50.0,50.0,0,0
@@ weka.gui.arffviewer.ArffTableModel.addUndoPoint,6,3,4,50.0,66.66666666666666,0,0
@@ weka.gui.beans.KnowledgeFlowApp$MainKFPerspective$13.actionPerformed,14,2,3,14.285714285714285,21.428571428571427,0,0
@@ weka.gui.beans.DataVisualizerCustomizer$2.actionPerformed,12,4,4,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.beans.ClassifierCustomizer$6.actionPerformed,22,6,10,27.27272727272727,45.45454545454545,0,1
@@ weka.gui.beans.LoaderCustomizer$8.actionPerformed,8,2,3,25.0,37.5,0,0
@@ weka.gui.beans.SerializedModelSaver.connectionAllowed,4,2,2,50.0,50.0,0,0
@@ weka.gui.beans.SerializedModelSaver.connectionNotification,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ weka.gui.beans.SerializedModelSaver.disconnectionNotification,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ weka.gui.beans.SerializedModelSaver.stop,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ weka.gui.beans.SerializedModelSaver.acceptClusterer,21,5,8,23.809523809523807,38.095238095238095,0,1
@@ weka.gui.beans.SerializedModelSaver.acceptClassifier,35,9,15,25.71428571428571,42.857142857142854,0,2
@@ weka.gui.beans.SerializedModelSaver.acceptClassifier,23,6,8,26.08695652173913,34.78260869565217,0,1
@@ weka.gui.beans.SerializedModelSaver.saveModel,30,8,14,26.666666666666668,46.666666666666664,0,1
@@ weka.gui.beans.SerializedModelSaver.saveBinary,5,2,3,40.0,60.0,0,1
@@ weka.gui.beans.SerializedModelSaver.saveKOML,6,2,3,33.33333333333333,50.0,0,0
@@ weka.gui.beans.SerializedModelSaver.saveXStream,6,2,3,33.33333333333333,50.0,0,0
@@ weka.gui.beans.SerializedModelSaver.setDirectory,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.beans.SerializedModelSaver.validateFileFormat,10,6,9,60.0,90.0,0,0
@@ weka.gui.beans.FlowByExpressionCustomizer$6.keyReleased,45,8,17,17.77777777777778,37.77777777777778,0,2
@@ weka.gui.beans.PredictionAppenderCustomizer$1.actionPerformed,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.beans.SQLViewerPerspective$2.connectionChange,8,2,2,25.0,25.0,0,0
@@ weka.gui.beans.LogPanel$1.prepareRenderer,21,5,9,23.809523809523807,42.857142857142854,0,0
@@ weka.gui.beans.ImageViewer$ImageDisplayer.paintComponent,29,5,6,17.24137931034483,20.689655172413794,0,1
@@ weka.gui.beans.ClassifierPerformanceEvaluator$AggregateableClassifierErrorsPlotInstances.finishUp,13,4,7,30.76923076923077,53.84615384615385,0,0
@@ weka.gui.beans.KnowledgeFlowApp$RunThread.run,63,14,25,22.22222222222222,39.682539682539684,0,3
@@ weka.gui.beans.KnowledgeFlowApp$RunThread.stopAllFlows,17,5,7,29.411764705882355,41.17647058823529,0,0
@@ weka.gui.beans.JoinCustomizer$4.actionPerformed,26,4,6,15.384615384615385,23.076923076923077,0,0
@@ weka.gui.beans.WekaOffscreenChartRenderer.renderXYLineChart,59,13,18,22.033898305084744,30.508474576271187,0,4
@@ weka.gui.beans.WekaOffscreenChartRenderer.renderXYScatterPlot,113,25,40,22.123893805309734,35.39823008849557,0,17
@@ weka.gui.beans.WekaOffscreenChartRenderer.renderHistogram,33,7,9,21.21212121212121,27.27272727272727,0,1
@@ weka.gui.beans.FilterCustomizer$2.actionPerformed,14,4,5,28.57142857142857,35.714285714285715,0,0
@@ weka.gui.beans.ImageViewer$3.valueChanged,34,11,21,32.35294117647059,61.76470588235294,0,2
@@ weka.gui.beans.StripChart$ScalePanel.paintComponent,11,2,3,18.181818181818183,27.27272727272727,0,1
@@ weka.gui.beans.JoinCustomizer$6.actionPerformed,16,4,4,25.0,25.0,0,0
@@ weka.gui.beans.NoteCustomizer$1.actionPerformed,9,2,2,22.22222222222222,22.22222222222222,0,1
@@ weka.gui.beans.LogPanel$3.run,20,5,9,25.0,45.0,0,0
@@ weka.gui.beans.ModelPerformanceChartCustomizer.setup,18,2,4,11.11111111111111,22.22222222222222,0,0
@@ weka.gui.beans.ModelPerformanceChartCustomizer.setupRendererOptsTipText,13,5,8,38.46153846153847,61.53846153846154,0,0
@@ weka.gui.beans.SubstringReplacerCustomizer$10.actionPerformed,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ weka.gui.beans.GraphViewer.<init>,1,1,1,100.0,100.0,0,0
@@ weka.gui.beans.GraphViewer.setUpResultHistory,8,2,3,25.0,37.5,0,0
@@ weka.gui.beans.GraphViewer.setBeanContext,6,2,3,33.33333333333333,50.0,0,0
@@ weka.gui.beans.GraphViewer.acceptGraph,9,2,3,22.22222222222222,33.33333333333333,0,0
@@ weka.gui.beans.GraphViewer.showResults,14,3,4,21.428571428571427,28.57142857142857,0,0
@@ weka.gui.beans.GraphViewer.doPopup,12,4,4,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.beans.GraphViewer.performRequest,4,2,2,50.0,50.0,0,0
@@ weka.gui.beans.Loader$LoadThread.run,154,35,57,22.727272727272727,37.01298701298701,0,20
@@ weka.gui.beans.SubstringReplacerRules$SubstringReplacerMatchRule.parseFromInternal,19,6,11,31.57894736842105,57.89473684210527,0,1
@@ weka.gui.beans.SubstringReplacerRules$SubstringReplacerMatchRule.init,103,18,29,17.475728155339805,28.155339805825243,0,12
@@ weka.gui.beans.SubstringReplacerRules$SubstringReplacerMatchRule.apply,37,6,14,16.216216216216218,37.83783783783784,0,2
@@ weka.gui.beans.SubstringReplacerRules$SubstringReplacerMatchRule.apply,25,5,10,20.0,40.0,0,1
@@ weka.gui.beans.SubstringReplacerRules$SubstringReplacerMatchRule.apply,33,8,18,24.242424242424242,54.54545454545454,0,1
@@ weka.gui.beans.SubstringReplacerRules$SubstringReplacerMatchRule.toString,15,4,5,26.666666666666668,33.33333333333333,0,0
@@ weka.gui.beans.SubstringReplacerRules$SubstringReplacerMatchRule.toStringInternal,13,4,5,30.76923076923077,38.46153846153847,0,0
@@ weka.gui.beans.ImageViewer$MainPanel.loadImage,5,2,2,40.0,40.0,0,0
@@ weka.gui.beans.FlowByExpressionCustomizer$4.keyReleased,39,7,14,17.94871794871795,35.8974358974359,0,2
@@ weka.gui.beans.EnvironmentField$WideComboBox.getSize,8,2,3,25.0,37.5,0,0
@@ weka.gui.beans.KnowledgeFlowApp$MainKFPerspective$11.actionPerformed,14,2,3,14.285714285714285,21.428571428571427,0,0
@@ weka.gui.beans.ClassifierCustomizer$4.focusLost,10,3,4,30.0,40.0,0,1
@@ weka.gui.beans.SubstringReplacerCustomizer.initialize,24,5,9,20.833333333333336,37.5,0,1
@@ weka.gui.beans.SubstringReplacerCustomizer.setObject,5,2,2,40.0,40.0,0,0
@@ weka.gui.beans.SubstringReplacerCustomizer.closingOK,33,7,12,21.21212121212121,36.36363636363637,0,1
@@ weka.gui.beans.KnowledgeFlowApp$17.actionPerformed,12,2,3,16.666666666666664,25.0,0,0
@@ weka.gui.beans.Saver$SaveBatchThread.run,41,8,9,19.51219512195122,21.951219512195124,0,1
@@ weka.gui.beans.Sorter$SortComparator.compare,8,3,4,37.5,50.0,0,0
@@ weka.gui.beans.SubstringLabelerCustomizer$10.actionPerformed,7,2,2,28.57142857142857,28.57142857142857,0,1
@@ weka.gui.beans.FileEnvironmentField$1.propertyChange,5,2,2,40.0,40.0,0,0
@@ weka.gui.beans.AttributeSummarizer$1.actionPerformed,18,3,5,16.666666666666664,27.77777777777778,0,0
@@ weka.gui.beans.CostBenefitAnalysis$AnalysisPanel$3.focusLost,8,2,2,25.0,25.0,0,0
@@ weka.gui.beans.AttributeSummarizer.<init>,1,1,1,100.0,100.0,0,0
@@ weka.gui.beans.AttributeSummarizer.setGridWidth,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.beans.AttributeSummarizer.setMaxPlots,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.beans.AttributeSummarizer.setUpFinal,58,12,19,20.689655172413794,32.758620689655174,0,4
@@ weka.gui.beans.AttributeSummarizer.enumerateRequests,6,2,3,33.33333333333333,50.0,0,0
@@ weka.gui.beans.AttributeSummarizer.makePanel,44,7,11,15.909090909090908,25.0,0,2
@@ weka.gui.beans.AttributeSummarizer.setInstances,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.beans.AttributeSummarizer.getPerspectiveIcon,5,2,2,40.0,40.0,0,0
@@ weka.gui.beans.AttributeSummarizer.performRequest,15,4,6,26.666666666666668,40.0,0,0
@@ weka.gui.beans.AttributeSummarizer.renderOffscreenImage,115,28,53,24.347826086956523,46.08695652173913,0,12
@@ weka.gui.beans.AttributeSummarizer.main,4,2,3,50.0,75.0,0,0
@@ weka.gui.beans.ModelPerformanceChartCustomizer$3.actionPerformed,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.beans.Join.eventGeneratable,20,8,12,40.0,60.0,0,1
@@ weka.gui.beans.Join.generateMergedHeader,187,63,96,33.68983957219251,51.33689839572193,0,30
@@ weka.gui.beans.Join.generateMergedInstance,110,21,41,19.090909090909093,37.27272727272727,0,11
@@ weka.gui.beans.Join.acceptInstance,234,64,106,27.350427350427353,45.2991452991453,0,28
@@ weka.gui.beans.Join.copyStringAttVals,17,3,7,17.647058823529413,41.17647058823529,0,1
@@ weka.gui.beans.Join.addToFirstBuffer,23,5,8,21.73913043478261,34.78260869565217,0,1
@@ weka.gui.beans.Join.addToSecondBuffer,23,5,8,21.73913043478261,34.78260869565217,0,0
@@ weka.gui.beans.Join.clearBuffers,25,6,9,24.0,36.0,0,1
@@ weka.gui.beans.Join.processBuffers,66,18,30,27.27272727272727,45.45454545454545,0,3
@@ weka.gui.beans.Join.compare,157,37,71,23.56687898089172,45.22292993630573,0,31
@@ weka.gui.beans.Join.acceptDataSet,122,37,76,30.327868852459016,62.295081967213115,0,12
@@ weka.gui.beans.Join.stop,38,11,16,28.947368421052634,42.10526315789473,0,2
@@ weka.gui.beans.Join.connectionAllowed,48,19,28,39.58333333333333,58.333333333333336,0,2
@@ weka.gui.beans.Join.connectionNotification,53,19,41,35.84905660377358,77.35849056603774,0,3
@@ weka.gui.beans.Join.disconnectionNotification,53,19,41,35.84905660377358,77.35849056603774,0,2
@@ weka.gui.beans.Join.notifyInstanceListeners,4,1,2,25.0,50.0,0,0
@@ weka.gui.beans.Join.notifyDataListeners,4,1,2,25.0,50.0,0,0
@@ weka.gui.beans.Join.getUpstreamStructureFirst,11,3,4,27.27272727272727,36.36363636363637,0,0
@@ weka.gui.beans.Join.getUpstreamStructureSecond,11,3,4,27.27272727272727,36.36363636363637,0,1
@@ weka.gui.beans.Join.getFirstInputStructure,9,2,2,22.22222222222222,22.22222222222222,0,0
@@ weka.gui.beans.Join.getSecondInputStructure,9,2,2,22.22222222222222,22.22222222222222,0,0
@@ weka.gui.beans.Join.getStructure,23,11,15,47.82608695652174,65.21739130434783,0,0
@@ weka.gui.beans.KnowledgeFlowApp$MainKFPerspective$1.actionPerformed,12,2,2,16.666666666666664,16.666666666666664,0,0
@@ weka.gui.beans.KnowledgeFlowApp$MainKFPerspective$31.actionPerformed,7,4,5,57.14285714285714,71.42857142857143,0,0
@@ weka.gui.beans.ClassValuePickerCustomizer$2.actionPerformed,18,6,6,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.beans.JoinCustomizer$2.valueChanged,11,3,4,27.27272727272727,36.36363636363637,0,0
@@ weka.gui.beans.CrossValidationFoldMakerCustomizer$2.actionPerformed,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ weka.gui.beans.BeanConnection.getConnections,10,3,6,30.0,60.0,0,1
@@ weka.gui.beans.BeanConnection.setConnections,13,4,8,30.76923076923077,61.53846153846154,0,1
@@ weka.gui.beans.BeanConnection.appendConnections,16,3,5,18.75,31.25,0,1
@@ weka.gui.beans.BeanConnection.previousLink,31,10,20,32.25806451612903,64.51612903225806,0,2
@@ weka.gui.beans.BeanConnection.checkTargetConstraint,36,10,20,27.77777777777778,55.55555555555556,0,2
@@ weka.gui.beans.BeanConnection.associatedConnections,47,15,26,31.914893617021278,55.319148936170215,0,6
@@ weka.gui.beans.BeanConnection.inputs,20,4,6,20.0,30.0,0,1
@@ weka.gui.beans.BeanConnection.checkForTarget,36,10,20,27.77777777777778,55.55555555555556,0,3
@@ weka.gui.beans.BeanConnection.isInList,15,4,8,26.666666666666668,53.333333333333336,0,1
@@ weka.gui.beans.BeanConnection.checkSourceConstraint,43,11,23,25.581395348837212,53.48837209302325,0,4
@@ weka.gui.beans.BeanConnection.outputs,31,7,12,22.58064516129032,38.70967741935484,0,2
