@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ org.jfree.chart.ChartTransferable.createBufferedImage,12,16,51,30,58.82352941176471,0,1
@@ org.jfree.chart.MouseWheelHandler.mouseWheelMoved,8,10,12,12,100.0,0,0
@@ org.jfree.chart.MouseWheelHandler.handleZoomable,10,13,31,27,87.09677419354838,0,0
@@ org.jfree.chart.ChartUtilities.writeChartAsPNG,4,4,7,7,100.0,0,0
@@ org.jfree.chart.ChartUtilities.writeChartAsPNG,6,7,11,11,100.0,0,0
@@ org.jfree.chart.ChartUtilities.writeScaledChartAsPNG,12,16,32,28,87.5,0,0
@@ org.jfree.chart.ChartUtilities.saveChartAsPNG,4,4,7,7,100.0,0,0
@@ org.jfree.chart.ChartUtilities.saveChartAsPNG,6,7,11,11,100.0,0,0
@@ org.jfree.chart.ChartUtilities.writeChartAsJPEG,4,4,7,7,100.0,0,0
@@ org.jfree.chart.ChartUtilities.writeChartAsJPEG,4,4,8,8,100.0,0,0
@@ org.jfree.chart.ChartUtilities.saveChartAsJPEG,6,7,9,9,100.0,0,0
@@ org.jfree.chart.ChartUtilities.saveChartAsJPEG,6,7,10,10,100.0,0,0
@@ org.jfree.chart.ChartUtilities.writeImageMap,5,5,7,5,71.42857142857143,0,0
@@ org.jfree.chart.demo.TimeSeriesChartDemo1.createChart,4,4,5,5,100.0,0,1
@@ org.jfree.chart.ui.Library.equals,12,17,27,27,100.0,0,1
@@ org.jfree.chart.ui.Library.hashCode,5,5,6,6,100.0,0,0
@@ org.jfree.chart.ui.Licences.getInstance,4,4,4,3,75.0,0,0
@@ org.jfree.chart.ui.StrokeSample.paintComponent,5,5,10,10,100.0,0,0
@@ org.jfree.chart.ui.StrokeSample.getListCellRendererComponent,4,4,5,5,100.0,0,0
@@ org.jfree.chart.ui.FontChooserPanel.getSelectedStyle,9,12,16,16,100.0,0,0
@@ org.jfree.chart.ui.FontChooserPanel.getSelectedSize,4,4,3,3,100.0,0,1
@@ org.jfree.chart.ui.FontChooserPanel.setSelectedFont,14,18,50,32,64.0,0,1
@@ org.jfree.chart.ui.BasicProjectInfo$OptionalLibraryHolder.<init>,4,4,4,4,100.0,0,0
@@ org.jfree.chart.ui.BasicProjectInfo$OptionalLibraryHolder.<init>,4,4,4,4,100.0,0,0
@@ org.jfree.chart.ui.BasicProjectInfo$OptionalLibraryHolder.getLibrary,4,4,9,8,88.88888888888889,0,0
@@ org.jfree.chart.ui.BasicProjectInfo$OptionalLibraryHolder.loadLibrary,4,4,4,4,100.0,0,0
@@ org.jfree.chart.ui.FontDisplayField.fontToString,4,4,4,4,100.0,0,1
@@ org.jfree.chart.ui.LCBLayout.preferredLayoutSize,15,19,82,52,63.41463414634146,0,0
@@ org.jfree.chart.ui.LCBLayout.minimumLayoutSize,15,19,82,52,63.41463414634146,0,0
@@ org.jfree.chart.ui.LCBLayout.layoutContainer,27,36,145,81,55.86206896551724,0,0
@@ org.jfree.chart.ui.ProjectInfo.toString,14,17,28,24,85.71428571428571,0,0
@@ org.jfree.chart.ui.ExtensionFileFilter.accept,6,7,9,9,100.0,0,0
@@ org.jfree.chart.ui.BasicProjectInfo.addLibrary,4,4,5,5,100.0,0,0
@@ org.jfree.chart.ui.BasicProjectInfo.getOptionalLibraries,7,8,19,14,73.68421052631578,0,1
@@ org.jfree.chart.ui.BasicProjectInfo.addOptionalLibrary,4,4,5,5,100.0,0,0
@@ org.jfree.chart.ui.BasicProjectInfo.addOptionalLibrary,4,4,5,5,100.0,0,0
@@ org.jfree.chart.imagemap.ImageMapUtilities.writeImageMap,5,5,7,5,71.42857142857143,0,0
@@ org.jfree.chart.imagemap.ImageMapUtilities.getImageMap,10,14,24,19,79.16666666666666,0,1
@@ org.jfree.chart.imagemap.ImageMapUtilities.htmlEscape,20,27,35,30,85.71428571428571,0,1
@@ org.jfree.chart.imagemap.ImageMapUtilities.javascriptEscape,14,18,26,21,80.76923076923077,0,0
@@ org.jfree.chart.renderer.LookupPaintScale$PaintItem.compareTo,6,7,8,8,100.0,0,0
@@ org.jfree.chart.renderer.LookupPaintScale$PaintItem.equals,10,13,23,23,100.0,0,1
@@ org.jfree.chart.renderer.OutlierList.isOverlapped,4,4,4,4,100.0,0,0
@@ org.jfree.chart.renderer.OutlierList.updateAveragedOutlier,5,5,13,7,53.84615384615385,0,1
@@ org.jfree.chart.renderer.AbstractRenderer.isSeriesVisible,4,4,5,4,80.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setSeriesVisible,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setBaseSeriesVisible,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.isSeriesVisibleInLegend,4,4,5,4,80.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setSeriesVisibleInLegend,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setBaseSeriesVisibleInLegend,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.getItemPaint,6,7,15,8,53.333333333333336,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.lookupSeriesPaint,8,11,21,14,66.66666666666666,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setSeriesPaint,4,4,3,3,100.0,0,1
@@ org.jfree.chart.renderer.AbstractRenderer.clearSeriesPaints,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setBasePaint,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.getItemFillPaint,6,7,15,8,53.333333333333336,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.lookupSeriesFillPaint,8,11,21,14,66.66666666666666,0,1
@@ org.jfree.chart.renderer.AbstractRenderer.setSeriesFillPaint,4,4,3,3,100.0,0,1
@@ org.jfree.chart.renderer.AbstractRenderer.setBaseFillPaint,6,7,7,7,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.getItemOutlinePaint,6,7,15,8,53.333333333333336,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.lookupSeriesOutlinePaint,8,11,21,14,66.66666666666666,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setSeriesOutlinePaint,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setBaseOutlinePaint,6,7,7,7,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.lookupSeriesStroke,8,11,21,14,66.66666666666666,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setSeriesStroke,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.clearSeriesStrokes,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setBaseStroke,6,7,7,7,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.lookupSeriesOutlineStroke,8,11,21,14,66.66666666666666,0,1
@@ org.jfree.chart.renderer.AbstractRenderer.setSeriesOutlineStroke,4,4,3,3,100.0,0,1
@@ org.jfree.chart.renderer.AbstractRenderer.setBaseOutlineStroke,6,7,7,7,100.0,0,1
@@ org.jfree.chart.renderer.AbstractRenderer.getItemShape,6,7,15,8,53.333333333333336,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.lookupSeriesShape,8,11,21,14,66.66666666666666,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setSeriesShape,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setBaseShape,6,7,7,7,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.isSeriesItemLabelsVisible,4,4,5,5,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setSeriesItemLabelsVisible,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setBaseItemLabelsVisible,4,4,3,3,100.0,0,1
@@ org.jfree.chart.renderer.AbstractRenderer.getItemLabelFont,4,4,6,5,83.33333333333334,0,1
@@ org.jfree.chart.renderer.AbstractRenderer.setSeriesItemLabelFont,4,4,3,3,100.0,0,1
@@ org.jfree.chart.renderer.AbstractRenderer.setBaseItemLabelFont,4,4,4,4,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setBaseItemLabelFont,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.getItemLabelPaint,4,4,6,5,83.33333333333334,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setSeriesItemLabelPaint,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setBaseItemLabelPaint,6,7,7,7,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.getSeriesPositiveItemLabelPosition,4,4,6,5,83.33333333333334,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setSeriesPositiveItemLabelPosition,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setBasePositiveItemLabelPosition,6,7,7,7,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.getSeriesNegativeItemLabelPosition,4,4,6,5,83.33333333333334,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setSeriesNegativeItemLabelPosition,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setBaseNegativeItemLabelPosition,6,7,7,7,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.getItemCreateEntity,4,4,5,5,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setSeriesCreateEntities,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setBaseCreateEntities,4,4,3,3,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.lookupLegendShape,6,7,13,6,46.15384615384615,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.setTreatLegendShapeAsLine,4,4,8,8,100.0,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.lookupLegendTextFont,4,4,6,5,83.33333333333334,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.lookupLegendTextPaint,4,4,6,5,83.33333333333334,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.calculateLabelAnchorPoint,52,76,256,231,90.234375,0,1
@@ org.jfree.chart.renderer.AbstractRenderer.addChangeListener,7,8,9,7,77.77777777777779,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.removeChangeListener,7,8,9,7,77.77777777777779,0,0
@@ org.jfree.chart.renderer.AbstractRenderer.notifyListeners,10,12,24,7,29.166666666666668,0,5
@@ org.jfree.chart.renderer.AbstractRenderer.equals,82,121,311,311,100.0,0,1
@@ org.jfree.chart.renderer.AbstractRenderer.clone,38,55,127,127,100.0,0,1
@@ org.jfree.chart.renderer.DefaultPolarItemRenderer.getDrawingSupplier,4,4,5,4,80.0,0,0
@@ org.jfree.chart.renderer.DefaultPolarItemRenderer.isSeriesFilled,4,4,5,4,80.0,0,0
@@ org.jfree.chart.renderer.DefaultPolarItemRenderer.drawSeries,8,9,24,20,83.33333333333334,0,0
@@ org.jfree.chart.renderer.DefaultPolarItemRenderer.drawAngularGridLines,7,8,19,19,100.0,0,1
@@ org.jfree.chart.renderer.DefaultPolarItemRenderer.drawRadialGridLines,5,5,9,9,100.0,0,0
@@ org.jfree.chart.renderer.DefaultPolarItemRenderer.getLegendItem,5,6,10,9,90.0,0,1
@@ org.jfree.chart.renderer.DefaultPolarItemRenderer.equals,8,10,15,15,100.0,0,1
@@ org.jfree.chart.renderer.AreaRendererEndType.equals,8,10,13,13,100.0,0,1
@@ org.jfree.chart.renderer.AreaRendererEndType.readResolve,8,10,19,16,84.21052631578947,0,1
@@ org.jfree.chart.renderer.WaferMapRenderer.<init>,8,10,14,14,100.0,0,0
@@ org.jfree.chart.renderer.WaferMapRenderer.isMethodValid,5,6,3,3,100.0,0,0
@@ org.jfree.chart.renderer.WaferMapRenderer.getDrawingSupplier,4,4,5,4,80.0,0,0
@@ org.jfree.chart.renderer.WaferMapRenderer.makePaintIndex,12,16,32,31,96.875,0,0
@@ org.jfree.chart.renderer.WaferMapRenderer.makePositionIndex,8,10,29,17,58.620689655172406,0,0
@@ org.jfree.chart.renderer.WaferMapRenderer.makeValueIndex,9,11,29,20,68.96551724137932,0,0
@@ org.jfree.chart.renderer.WaferMapRenderer.getLegendCollection,14,19,38,38,100.0,0,0
@@ org.jfree.chart.renderer.WaferMapRenderer.getMinPaintValue,8,10,16,11,68.75,0,0
@@ org.jfree.chart.renderer.WaferMapRenderer.getMaxPaintValue,8,10,16,11,68.75,0,1
@@ org.jfree.chart.renderer.LookupPaintScale.<init>,6,7,10,10,100.0,0,0
@@ org.jfree.chart.renderer.LookupPaintScale.add,5,5,10,10,100.0,0,1
